ROUTEID,TRANSID,INCEPTADDR,SENDPOS
15,9744,福清市融城清荣大道145号一层二开间店面,福清市融城华忠堂药店
15,10292,福州市闽侯县上街镇中美村建平路95号B座6楼(高速公路西出入口) ,福州鹭燕医疗器械有限公司
15,10293,福州市闽侯县上街镇中美村建平路95号B座6楼(高速公路西出入口) ,福州鹭燕医疗器械有限公司
15,10294,福州市闽侯县上街镇中美村建平路95号B座6楼(高速公路西出入口) ,福州鹭燕医疗器械有限公司
15,10363,福州市鼓楼区水部街道古田路139号御泉花园2座楼1403单元,福建省百洋诚创
15,10497,福清市融城镇清荣大道原一中二部120号,仓库
15,10512,福州市鼓楼区水部街道古田路139号御泉花园2座楼1403单元,福建省百洋诚创药业有限公司
15,10513,福州市鼓楼区五四路296号1座3、4、5、6层,福建省医药有限责任公司1
15,10514,福州市东街134号 心研所楼（六号楼）负一层中成药库,中成药库
15,10515,福建闽候上街工贸路惠好工业园,公司仓库
15,10522,福州市仓山区建新镇金山大道618号金山工业区桔园洲园66#楼第3层,福建双鹭医药有限公司1
15,10526,福州市东街134号六号楼一层（中心药房）,中心药房
15,10528,福州市晋安区福马路424号 ,药房
15,10531,福州市仓山区友谊路15号,店面
15,10533,福建福州新权南路12号金福商厦5楼503,公司仓库
15,9904,福州市东街134号 心研所楼（六号楼）负一层中成药库,中成药库
15,10103,福州市长乐市航城街道联村井下57号,仓库
15,10104,福州市长乐市航城街道联村井下57号,仓库
15,10105,福州市长乐市航城街道联村井下57号,仓库
15,10281,3780941莆田市荔城区拱辰街道幸福路650弄738号 ,莆田鹭燕
15,10282,莆田市荔城区拱辰街道幸福路650弄738号 ,莆田鹭燕
15,10283,莆田市荔城区拱辰街道幸福路650弄738号 ,莆田鹭燕
15,10538,福州市仓山区建新镇金洲北路30号2#楼第2层东北侧,福建广药洁达医药有限公司
15,10539,福州市马尾区快安科技园区5号地2#楼4#楼,福建九州通医药有限公司
15,10541,福州市闽侯县上街镇惠好路8号仓库第5层,福建省福州市惠好药业有限公司
15,10543,福建省福州市仓山区高宅路142号4号楼1-3层,福建省医药有限责任公司（股份厦门）
15,10547,福建省福州市台江区茶中路20号,福建医科大学附属第一医院
15,10548,福州市晋安区象园街道南湖公园内3幢社区配套用房,药库
15,10550,仓山区福湾新城秋月苑20号楼4号店面,仓库
15,10554,福州市晋安区塔头路139号龙洲公寓1号楼06店面,仓库
15,10557,福州市闽侯县上街镇惠好路8号仓库第4层,公司仓库
15,10573,福州市晋安区,福建省海华药业科技发展有限公司
15,10574,永泰县樟城富裕新村107号,仓库
15,10579,福建省闽侯县荆溪镇荆溪村徐家村93号2#楼第4、5、6层,福建省福仁药业有限公司
15,10584,福州市仓山万达广场A1#楼7层01室、03室、05室,公司仓库
15,10587,福州市晋安区金鸡山路34号,福建省金鸡山温泉疗养院
15,10588,福清市融城镇清荣大道北侧翰林天下地下室27.28.29.店面,药房
15,10376,福州市鼓楼区洪山镇黎明福屿村福屿小区20#、22#楼连体一、二层,公司仓库
15,10385,福州市仓山区上渡飞凤山庄19座底层,仓库
15,10386,福州市晋安区王庄新村桂园13座105室、205室,仓库
15,10389,福州市工农路藤山苑5号楼2号店面,仓库
15,10392,福州市东街134号一号楼二层（急诊药房）,急诊药房
15,10394,福州市经济技术开发区快安科技园五号地,福建九州通医药有限公司1
15,10399,福州市晋安区王庄街道福新中路89号和声工商大厦第9层20室,福建康和医药有限公司
15,10400,福州市仓山区红江路2号金山工业集中区浦上园B区46幢三层,福建国瑞药业有限公司
15,10402,福州市晋安区凤坂马路顶91号（门诊一楼中药房）,门诊一楼中药房
15,9873,福州市晋安区新店镇南平西路128号（ 门诊大楼二楼仓库）,仓库
15,9874,福州市晋安区新店镇南平西路128号 门诊大楼二楼仓库,仓库
15,9971,福州市仓山区红江路2号金山工业集中区浦上园B区46幢三层,福建国瑞药业有限公司
15,9972,福州市仓山区红江路2号金山工业集中区浦上园B区46幢三层,福建国瑞药业有限公司
15,9993,福州市仓山区红江路2号金山工业集中区浦上园B区46幢三层,福建国瑞药业有限公司
15,10404,福州市台江茶中路20号（门诊负一楼中药仓库）,门诊负一楼中药仓库
15,10405,福州市晋安区凤坂马路顶91号（综合楼静配中心）,综合楼静配中心
15,9801,福州市台江区南公园金屏巷9号,器械仓库
15,9802,福州市台江区南公园金屏巷9号,器械仓库
15,9803,福州市台江区南公园金屏巷9号,器械仓库
15,9746,仓山区建新镇镜浦路1号2号楼三层,公司仓库
15,10427,福州市仓山区金山工业区金山大道618号46座、50座第1、4层,福建同春药业股份有限公司
15,10429,4365324福州市闽侯县上街镇建平路95号B座,福建鹭燕中宏医药有限公司
15,10433,福建省福州市鼓楼区湖东支路13号 ,省二人民医院
15,10447,福清市石竹街道福政路9号,仓库
15,10448,福州市上三路32号,中药仓库
15,9979,福州市东街134号 心研所楼（六号楼）负一层中成药库,中成药库
15,9905,福州市东街134号 心研所楼（六号楼）负一层中成药库,中成药库
15,10019,福州市东街134号 心研所楼（六号楼）负一层中成药库,中成药库
15,10181,福州市晋安区王庄街道福新中路89号和声工商大厦第9层20室,福建康和医药有限公司
15,10182,福州市晋安区王庄街道福新中路89号和声工商大厦第9层20室,福建康和医药有限公司
15,10183,福州市晋安区王庄街道福新中路89号和声工商大厦第9层20室,福建康和医药有限公司
15,10184,福州市晋安区王庄街道福新中路89号和声工商大厦第9层20室,福建康和医药有限公司
15,10185,福州市晋安区王庄街道福新中路89号和声工商大厦第9层20室,福建康和医药有限公司
15,10330,福州市晋安区鼓山镇中下278号,福州海王金象中药制药有限公司
15,10331,福州市晋安区鼓山镇中下278号,福州海王金象中药制药有限公司
15,10332,福州市晋安区鼓山镇中下278号,福州海王金象中药制药有限公司
15,10453,福州市西洪路坑里57号,监区药库
15,10456,福州市鼓楼区古田路88号1层,1店
15,10458,秀屿区笏石镇顶峰路1368号,药房
15,10462,福州市晋安区凤坂马路顶91号（外科大楼输液仓库）,外科大楼输液仓库
15,10466,福州市鼓楼区五四路282号,省二体检中心
15,10037,平潭县潭城镇北大街2号,仓库
15,10038,连江县浦口镇浦旗街浦西路34号店面,药房
15,10039,福建省福州市平潭县潭城镇营中庄1号-1,仓库
15,10040,连江县浦口镇浦旗街浦西路34号店面,药房
15,10046,平潭县平原镇官井街5号,药房
15,10047,平潭县平原镇平原村官井街5号,药库
15,10339,福州市晋安区三八路26号省医药仓库4号仓库,福建省冠华医药有限公司
15,10340,福州市晋安区三八路26号省医药仓库4号仓库,福建省冠华医药有限公司
15,10471,福建省福州市闽侯县上街镇工贸区?,送销售中心
15,10484,福州市鼓楼区后县新苑1#502,"福建健明医药有限公司
"
15,10033,长乐市吴航街道三峰路10号,药房
15,10034,长乐市吴航街道三峰路10号,药房
15,10006,平潭县北厝镇北厝村大路乾24号,药库
15,10009,平潭县北厝镇北厝村大路乾24号,药库
15,10011,平潭县东痒乡卫生院155号,药库
15,10012,平潭县东痒乡卫生院155号,药库
15,10053,福州市鼓楼区江厝路义井村口黄埔68号 ,福州鼓楼榕桦医院
15,10054,"鼓楼区江厝路义井村口黄埔68号
",药房
15,10041,"鼓楼区铜盘路21号左海名苑8座1C-4C
",药房
15,10042,平潭县岚城乡中湖村万宝东路南侧（岚城乡派出所隔壁）,药库
15,10043,"鼓楼区铜盘路21号左海名苑8座1C-4C
",药房
15,10044,平潭县岚城乡中湖村万宝东路南侧（岚城乡派出所隔壁）,药库
15,10045,"鼓楼区铜盘路21号左海名苑8座1C-4C
",药房
15,10336,福州市鼓楼区水部街道古田路139号御泉花园2座楼1403单元,福建省百洋诚创
15,10337,福州市鼓楼区水部街道古田路139号御泉花园2座楼1403单元,福建省百洋诚创
15,10338,福州市鼓楼区水部街道古田路139号御泉花园2座楼1403单元,福建省百洋诚创
15,10341,莆田市城厢区梅园中路炉江大厦二楼,福建省兴药药业
15,10342,莆田市城厢区梅园中路炉江大厦二楼,福建省兴药药业
15,10343,莆田市城厢区梅园中路炉江大厦二楼,福建省兴药药业
15,10344,福州市台江区八一七中路835号嘉兴小区5号楼二、三层,仓库
15,10345,福州市台江区八一七中路835号嘉兴小区5号楼二、三层,仓库
15,10346,福州市台江区八一七中路835号嘉兴小区5号楼二、三层,仓库
15,10493,福州市仓山区建新镇金山大道618号金山工业区桔园洲园66#楼第3层,公司仓库
15,10938,福州市城门镇黄山,药库
15,10950,福州市鼓楼区五四路282号,成药库
15,10951,福州市仓山区金山大道618号桔园洲市级园8号第三层西侧,公司仓库
15,10953,盖山镇齐安路756号（财贸纺织服装城）GJ-13号三层[(27)-(37)轴A～D]和21号楼西边底层及二层区域,福建中正药业有限公司
15,10955,福建省福州市鼓楼区湖东支路13号 ,省二人民医院中心药房
15,10958,福建省福州市鼓楼区湖东支路13号 ,省二人民医院器械仓库
15,10960,闽侯县上街镇马保117县道旁仓储5第1层西侧、2层,公司仓库
15,10962,福州市仓山区盖山镇郭宅桥西40号/盖山镇义序中亭村3号,药库
15,10966,福建省福州市817中路602号,药库
15,10967,福清市龙田镇街道23号,药库
15,10979,福州市南二环路451号（中心）,中心
15,10981,洪山园路福屿3区32座底层2-4店面,仓库
15,10982,福建省福州市茶中路20号,整形科（外科九楼）
15,10984,晋安区寿山乡红寮分院,中药饮片及中药颗粒库
15,10985,福州市东街134号高干病房后（药库（消毒库））,药库（消毒库）
15,10986,福州市东街134号新门诊楼地下室（药库（静配中心））,药库（静配中心）
15,10989,福建省福州市鼓楼区新权路29号（高干）,高干药房
15,10992,福建省福州市杨桥中路246号,西药库
15,10993,福州市鼓楼区五四路282号,西药库
15,10994,晋安区寿山乡岭头街,药库（除中药外）
15,11012,福建省福州市茶中路20号（仓库针剂）,仓库针剂
15,11013,福州市仓山区建新镇金山大道618号金山工业区桔园洲园17#楼4层工业厂房东侧,仓库
15,11014,福州市东街134号新门诊楼地下室（药库（中药））,药库（中药）
15,11018,福建省福州市道山路18号,西药库
15,11019,福州市东街134号旧门诊楼地下室（药库（片））,药库（片）
15,11023,仓山区麦园路52号,药库
15,11027,福州市闽侯县,福州市惠好药业有限公司
15,11034,福州市仓山区螺洲镇仙洲路1号首开紫樾花园一区2号楼一、三、四、五层,仓山区螺洲镇卫生院
15,11035,福建省福州市817中路602号,门诊药房
15,11036,福建省福州市茶中路20号,设备科
15,11037,福州市仓山区湖边2号,门诊
15,11038,福州市晋安区新店镇秀峰路219号冠茂芳洲苑12#楼01店面,仓库
15,11040,福建省福州市鼓楼区鼓屏路67号,中药饮片库
15,11043,福建省福州市鼓楼区新权路29号,急诊药房
15,11045,福建省福州市鼓楼区新权路29号（中心）,病区药房
15,11046,福清市龙田镇街道23号,器械库
15,11048,福州市仓山区六一南路259号,药库
15,11051,鼓楼区洪山镇福屿福三路42号福尚名居公寓4号楼,药库
15,11053,永泰县城峰镇龙头路20号,药库
15,11060,福州市西洪路坑里57号,药库
15,11064,福州市闽侯县,福建惠好药业有限公司
15,11065,福州市仓山区上渡路225号,药库
15,11066,福建省福州市茶中路20号（门诊药房）,门诊药房
15,11069,福州市仓山区上藤路152号,仓库
15,11070,福建省福州市茶中路20号,门诊中药房
15,11071,福建省福州市茶中路20号,病区检验科（外科三楼））
15,11073,福州市东街134号旧门诊楼地下室（药库（针））,药库（针）
15,11074,福建省福州市鼓楼区湖东支路13号 ,省二人民医院西药库
15,11075,福州市金山工业集中区浦上园红江路2号B区38幢,公司仓库
15,11080,福建省福州市鼓楼区鼓屏路67号,药库
15,11088,福建省福州市鼓楼区湖东支路13号 ,省二人民医院成药库
15,11090,福州市仓山区湖边2号中心药房,中心药房
15,11092,福建省闽侯县荆溪镇荆溪村徐家村93号2#楼第4、5、6层,公司仓库
15,11093,福建省福州市鼓楼区新权路29号,设备仓库
15,11094,福州市仓山区红江路2号金山工业集中区浦上园B区46幢二层(南侧)、第3层,仓库
15,11096,福州市晋安区三八路26号省医药仓库4号仓库,福建省冠华医药有限公司
15,11118,福州市鼓楼区五一北路106号新侨联广场25层  收货地址：福州市仓山区盖山投资区高南路2号 ,福建海发医药科技股份有限公司
15,11121,福州市鼓楼区五一北路106号新侨联广场25层  收货地址：福州市仓山区盖山投资区高南路2号 ,福建海发医药科技股份有限公司
15,11127,福州市鼓楼区五一北路106号新侨联广场25层  收货地址：福州市仓山区盖山投资区高南路2号 ,福建海发医药科技股份有限公司
15,11115,福州市鼓楼区五一北路106号新侨联广场25层  收货地址：福州市仓山区盖山投资区高南路2号 ,福建海发医药科技股份有限公司
15,11124,福州市鼓楼区五一北路106号新侨联广场25层  收货地址：福州市仓山区盖山投资区高南路2号 ,福建海发医药科技股份有限公司
15,11128,福州市台江区达道路190号,指定地点
15,11129,,指定地点
15,11131,福州市晋安区鼓山镇中下279号,公司仓库
15,11132,福州市晋安区魁岐火车站 福州海王制药厂旁 汇丰物流内 福药医药仓库 ,公司仓库
15,11140,红星村部,星村镇红星村卫生所
15,11141,红星村部,星村镇红星村卫生所
15,11150,,魏厝村
15,11151,,魏厝村
15,11156,福州市鼓楼区五一北路106号新侨联广场25层  收货地址：福州市仓山区盖山投资区高南路2号 ,福建海发医药科技股份有限公司
15,11184,,秀屿区平海镇
15,11185,,秀屿区平海镇
15,11190,,荔城区
15,11191,,荔城区
15,10602,福建省福州市鼓楼区新权路29号,福建省医科大学附属协和医院
15,10607,福建省福州市鼓楼区东街134号,福建省立医院
15,10621,福州市鼓楼区五四路19号国泰大厦十二层,公司仓库
15,10623,仓山区建新镇镜浦路1号2号楼三层,公司仓库
15,10626,华屏路金冠花园6号楼12/13店面,仓库
15,10631,福州市南二环路451号,门诊 
15,10642,莆田市秀屿区笏石镇,莆田盛兴医院
15,10644,福州市仓山区盖山镇阳歧支路2号1号楼,福建东方药业有限公司
15,10647,福州市仓山区金山工业区金山大道618号42座,福建同春药业股份有限公司1
15,10649,福州市鼓楼区五四路282号 20、21号楼,药库
15,10650,福州市东街134号 心研所楼（六号楼）负一层西药库（西药库）,西药库
15,10653,福州市仓山区齐安路772号鸿博光电园10#楼第1层、第2层（北侧590平方米除外）,公司仓库
15,10656,福建省福州市道山路18号,中药仓库
15,10665,福州 北环西路392号左海科技大厦b座6层,公司仓库
15,10670,福州市仓山区福湾路916号福湾新城秋月苑20#楼1层商场01商场11号、12号,药店
15,10672,福州市仓山区建新镇金山大道618号金山工业区桔园洲园66#楼第3层,福建双鹭医药有限公司
15,10674,福建福州鼓楼新权南路12号金福商厦1号503.504,福州鹭燕中宏医药有限公司
15,10691,福州市晋安区福马路凤坂马路顶91号,公司仓库
15,10692,福州市仓山区临江街道福晟朝阳A区6#楼1层,仓库
15,10698,福州市仓山区上三路康山里12座一层7-8轴,仓库
15,10703,,指定地点
15,10715,福州市鼓楼区五四路7号门诊一楼药房,药房
15,10716,福州市鼓楼区光荣路282号,药库
15,10720,闽清县池园镇丽星村1号,池园镇丽星村卫生所
15,10722,福州市北环西路392号左海科技大厦6楼,福建广药洁达医药有限公司1
15,10730,"福州市鼓楼区后县路18号
",药库
15,10734,福建省鼓楼区洪山镇西二环中路301号,福建东南医药有限公司
15,10743,福州市闽侯县上街国宾大道363号,西药库
15,10769,永泰县樟城富裕新村107号,药库
15,10780,福州市鼓楼区道山路101号思景大楼8号1层（省妇幼斜对面）,2店
15,10786,福清市音西镇霞楼村,药库
15,10787,"仓山区上三路人民公园小区1#01号店
",药房
15,10789,福州市鼓楼区新权路29号门诊二楼,中药房
15,10804,福州市晋安区塔头路38号,总店
15,10813,福州市晋安区岳峰镇龚林村溪口287号,药房
15,10830,福州市鼓楼区洪山镇西二环中路301号1#楼(附楼、主楼地库A区),公司仓库
15,10832,福州市闽侯县上街镇惠好路8号办公楼第一层,公司仓库
15,10833,福州市仓山区金山工业区金山大道618号46#楼第1、2、4层；50#楼第1层（东侧）第3、4层,公司仓库
15,10846,福建省福州市台江区茶中路20号,指定地点
15,10847,福州市,福建省博爱医药有限公司
15,10855,福州市马尾区兴业路198号,
15,10861,福建省福州市817中路602号,西药库
15,10864,福建省福州市仓山区建新镇郭厝里90号,药库
15,10875,人工晶体地点,人工晶体地点
15,10882,福建省福州市茶中路20号（仓库片剂）,仓库片剂
15,10886,福建省福州市晋安区鼓山镇连洋西路169号中海万锦花园10#楼1层06商铺,仓库
15,10887,福州市连江北路46号,东二环
15,10888,福建省福州市817中路602号药库楼上4楼,省人民器械设备仓库
15,10889,福州市鼓楼区古田路7号东升楼第4层,公司仓库
15,10893,福建省福州市鼓楼区新权路29号（门诊）,门诊药房
15,10894,福建省福州市鼓楼区新权路29号（静配）,外科药房
15,10901,福州市城头镇城头街65号,药库
15,10908,福州市仓山区建新霞镜下洋路3号,药库
15,10910,福建省福州市晋安区福马路枫坂（药库）,药库
15,10915,福州市仓山区,福建省恒泰药业有限公司
15,10920,福建省福州市茶中路20号（中心药房）,中心药房
15,10921,福建省福州市817中路602号,中心药房
15,10923,福州市台江区苍霞洲生春弄2号,省皮肤病防治院
15,10924,福州市上三路32号,西药仓库
15,10925,福州市东街134号旧门诊楼地下室（药库（中成药））,药库（中成药）
15,10926,福州市东街134号新门诊楼二楼,药库（检验科）
15,10929,福州市晋安区东门金鸡山前岐村24号综合楼一、二、三层,公司仓库
15,11275,福州市仓山区福湾路塘池街52号,药房
15,11276,福州市仓山区福湾路塘池街52号,药房
15,11378,福州市晋安区新店镇南平西路20号福盛花园1号楼02店面,曾国星内科诊所
15,11379,福州市晋安区新店镇南平西路20号福盛花园1号楼02店面,曾国星内科诊所
15,11380,福州市晋安区新店镇南平西路20号福盛花园1号楼02店面,曾国星内科诊所
15,11381,福州市晋安区新店镇南平西路20号福盛花园1号楼02店面,曾国星内科诊所
15,11382,福州市晋安区新店镇南平西路20号福盛花园1号楼02店面,曾国星内科诊所
15,11383,福州市晋安区新店镇南平西路20号福盛花园1号楼02店面,曾国星内科诊所
15,11385,福州市晋安区新店镇南平西路12号福日新城5、7#连体05#店面及7座104单元,庆山诊所
15,11386,福州市晋安区新店镇南平西路12号福日新城,庆山诊所
15,11757,福州市马尾区快安科技园区5号地2#楼4#楼,福建九州通医药有限公司
15,12032,福州市晋安区新店镇汤钭工业区1-1,仓库
15,12133,福州市晋安区新店镇汤钭工业区1-1,仓库
15,12134,福州市晋安区新店镇汤钭工业区1-1,仓库
15,12135,福州市晋安区新店镇汤钭工业区1-1,仓库
15,12136,福州市晋安区新店镇汤钭工业区1-1,仓库
15,12137,福州市晋安区新店镇汤钭工业区1-1,仓库
15,11719,,莆田市湄洲湾北岸经济开发区东埔
15,11720,,莆田市湄洲湾北岸经济开发区东埔
15,11721,,莆田市湄洲湾北岸经济开发区东埔
15,11760,,仙游度尾
15,11761,,仙游度尾
15,11833,福州市仓山区建新镇金山大道618号金山工业区橘园洲园58号楼第二层西面 ,公司仓库
15,11834,仓山区建新镇金山大道618号金山工业区橘园58号楼第二层西面 ,公司仓库
15,12236,福州,福州
15,12237,福州,福州
15,12272,福州市东街134号旧门诊楼地下室,药库（中成药）
15,12273,福州市东街134号新门诊楼二楼,药库（检验科）
15,12274,福州市东街134号旧门诊楼地下室,药库（针）
15,12275,福州市东街134号新门诊楼地下室,药库（中药）
15,12276,福州市东街134号新门诊楼地下室,药库（静配中心）
15,12278,福建省闽侯县荆溪镇荆溪村徐家村93号2#楼第4、5、6层,福建省福仁药业有限公司
15,12279,福州市鼓楼区古田路中美大厦17层,公司仓库
15,11355,,指定地点
15,11356,,指定地点
15,11655,,指定地点
15,11656,,指定地点
15,11682,,莆田
15,11683,,莆田
15,11684,,莆田
15,11685,,莆田
15,11686,,莆田
15,11687,,莆田
15,11724,福州市晋安区福马路168号05号楼04号店,药房
15,11725,福州市晋安区福马路168号05号楼04号店,药房
15,11801,委托福建中外运医药物流有限公司（仅限福建省福州市马尾区港口路36号9#楼2层仓库储存、配送）,公司仓库
15,12051,1235422福州市闽侯县上街镇建平路95号 A座2层 ,LY福州鹭燕仓库
15,12052,"福州市闽侯县上街镇建平路95号 A座2层
",福州鹭燕
15,12059,"福州市鼓楼区湖东路168号宏利大厦写字楼29层B.C.D,30层B.C  
",福建中鹭
15,12060,"福州市鼓楼区湖东路168号宏利大厦写字楼29层B.C.D,30层B.C  
",LY福建中鹭
15,12061,"福州市鼓楼区湖东路168号宏利大厦写字楼29层B.C.D,30层B.C  
",福建中鹭
15,12062,"福州市闽侯县上街镇建平路95号 A座2层
",LY福州三和堂
15,12063,"福州市闽侯县上街镇建平路95号 A座2层
",福州三和堂
15,12265,福州市东街134号一号楼二层,急诊药房
15,12266,福州市东街134号六号楼一层,中心药房
15,12267,福州市东街134号 心研所楼（六号楼）负一层西药库,西药库
15,12268,福州市东街134号 心研所楼（六号楼）负一层中成药库,中成药库
15,12269,福建省福州市鼓楼区东街134号,福建省立医院
15,12270,福州市东街134号旧门诊楼地下室,药库（片）
15,12271,福州市东街134号高干病房后,药库（消毒库）
15,11390,福州市仓山区橘园洲工业园区鼓楼园15座三楼厂房朝南半层,仓库
15,11391,福州市仓山区橘园洲工业园区鼓楼园15座三楼厂房朝南半层,仓库
15,11505,福州市晋安区新店镇南平西路128号门诊大楼二楼仓库,仓库
15,11506,福州市晋安区新店镇南平西路128号门诊大楼二楼仓库,仓库
15,11507,福州市晋安区新店镇南平西路128号门诊大楼二楼仓库,仓库
15,11517,福州市鼓楼区水部街道建华社区温泉公寓2号楼02-03店面（鼓楼区水部街道建华社区卫生服务站）,建华社区
15,11518,鼓楼区古田支路61号,仓库
15,11519,鼓楼区古田支路61号,仓库
15,11521,福州市鼓楼区五四路7号,福建省医学科学研究院门诊部
15,11452,台江区中选南路83号,台江谢国超中医肛肠诊所
15,11453,台江区中选南路83号,台江谢国超中医肛肠诊所
15,11802,4365324福州市闽侯县上街镇建平路95号 A座2层 ,中宏
15,11803,4365324福州市闽侯县上街镇建平路95号 A座2层 ,LY中宏
15,11804,"福州市闽侯县上街镇建平路95号 A座2层
",中宏
15,11805,"福州市闽侯县上街镇建平路95号 A座2层
",中宏
15,11806,"福州市闽侯县上街镇建平路95号 A座2层
",中宏
15,11413,福州市晋安区新店镇南平西路128号 门诊大楼二楼仓库,晋安区新店镇卫生院仓库
15,11414,福州市晋安区新店镇南平西路128号 门诊大楼二楼仓库,晋安区新店镇卫生院仓库
15,11504,福州市鼓楼区五四路7号,福建省医学科学研究院门诊部
15,11421,福州市鼓楼区华屏路山头角巷9号龙峰雅居园9号楼1-2层（屏东分部）,屏东分部
15,11422,福州市鼓楼区华林路250号台湾饭店旁,仓库
15,11815,闽清县东桥镇过洋村桥头街119号,仓库
15,11816,闽清县东桥镇过洋村桥头街119号,仓库
15,12182,福州市鼓楼区安泰街道花园路11号花园新村5#楼34店面,福州市鼓楼区南方药店
15,12183,福州市鼓楼区安泰街道花园路11号花园新村5#楼34店面,福州市鼓楼区南方药店
15,12500,28400354福州市仓山区金山大道618号桔园洲市级园8号第三层西侧,药库
15,12501,福州市仓山区金山大道618号桔园洲市级园8号第三层西侧,药库
15,12502,福州市仓山区金山大道618号桔园洲市级园8号第三层西侧,药库
15,12599,,仙游榜头坝下
15,12601,,仙游榜头坝下
15,12603,,仙游榜头坝下
15,12605,,仙游榜头坝下
15,12607,,仙游榜头坝下
15,12609,,仙游榜头坝下
15,12302,福建省福州市津泰路76号,仓库
15,12444,福州市台江区五一中路104号6号楼1层,仓库
15,12445,福州市台江区五一中路104号6号楼1层,仓库
15,12450,福建省闽侯县荆溪镇荆溪村（福州星月家居装饰用品有限公司3#楼第4层、8#楼第1层）,仓库
15,12449,福州市仓山区金山大道618号桔园洲市级园8号第三层西侧,药库
15,12248,政和县南凤楼下店面,陈子龙中医诊所
15,12534,福州市鼓楼区光荣路282号,药库
15,12019,厦门市集美区灌南工业区安仁大道1599号,LY鹭燕医药股份(厦门仓库)
15,12026,3780941莆田市荔城区拱辰街道幸福路650弄738号三和大厦第8层 ,莆田 鹭燕
15,12027,"莆田市荔城区拱辰街道幸福路650弄738号三和大厦第8层
",莆田 鹭燕
15,12028,莆田市荔城区新度镇林芝路999号,莆田鹭燕仓库
15,12468,福州市马尾区罗星西路38号,药房
15,12469,福州市马尾区罗星西路38号,药房
15,12080,仓山区六一南路华福综合楼好药师大药房（市二医院对面）,仓库
15,12489,福建省闽侯县荆溪镇荆溪村（福州星月家居装饰用品有限公司3#楼第4层、8#楼第1层）,仓库
15,12490,福建省闽侯县荆溪镇荆溪村（福州星月家居装饰用品有限公司3#楼第4层、8#楼第1层）,仓库
15,12491,福建省闽侯县荆溪镇荆溪村（福州星月家居装饰用品有限公司3#楼第4层、8#楼第1层）,仓库
15,12492,福建省闽侯县荆溪镇荆溪村（福州星月家居装饰用品有限公司3#楼第4层、8#楼第1层）,仓库
15,12533,福建省闽侯县荆溪镇荆溪村（福州星月家居装饰用品有限公司3#楼第4层、8#楼第1层）,仓库
15,13580,莆田市荔城区镇海街道步云村下车路78号,福建中胜药业有限公司 
15,14080,莆田市荔城区延寿北街372号一楼店面，356号5号楼102号店面,莆田鹭燕大药房有限公司
15,14393,福州晋安区福新中路75号永同昌花园1号楼综合八层05室,福州晋安区
15,14077,福建省福州市长乐市吴航街道兴美花园2幢15号店,药房
15,13436,福州市晋安区三八路26号（9号库）,公司仓库
15,18726,,莆田
15,24103,福州市仓山区浦上大道金洲南路806号汇创名居二期7#1604,福州市仓山区
15,15767,莆田市涵江区,莆田市涵江区富康药店
15,15768,莆田市涵江区,莆田市涵江区涵东涵西街道社区卫生服务中心
15,15769,福建莆田江口镇新前村6号,医院仓库
15,15770,莆田市城厢区,莆田市城厢区百姓大药房
15,15771,莆田市城厢区,莆田市城厢区龙桥街道社区卫生服务中心
15,18515,长乐市西洋路14号,
15,18520,平潭县澳前镇龙山村万青公寓5号,仓库1
15,18816,莆田市荔城区西天尾镇少林北街1001号A幢第1层东侧,国药控股莆田有限公
15,19796,福州市鼓楼区福飞南路131号省府办中心综合楼110房,福州市鼓楼区福飞南路131号省府办中心综合楼110房
15,20219,,指定地点
15,20297,莆田市城厢区下花村华林工业园区福建锐马体育用品厂房内,莆田鹭燕医药有限公司
15,31437,闽清县梅城镇南山路30号,药库
15,31438,平潭县潭城镇东大街15号,药库
15,31439,福清市宏路街道,药库
15,31440,福州市仓山区三叉街新村碧玉楼,药库
15,31441,福州市鼓楼区东大路235号,药库
15,31442,闽侯县南屿镇南井村柳厝4号,药库
15,31443,福州市台江区苍霞新城嘉盛苑2号楼二层（一区）,药库一区
15,31444,闽侯县竹歧乡榕东村,药库
15,31445,闽侯县南通镇南通街107号,药库
15,31446,东站.永辉超市,药库
15,31447,福建省福州市817中路602号,药库
15,31448,福建省福州市杨桥中路246号,西药库
15,31449,连江县凤城镇玉山村104国道旁,西药库
15,31450,台江区八一七中路834号,药库
15,31451,鼓楼区洪山镇福屿福三路42号福尚名居公寓4号楼,药库
15,31452,福清市三山镇三山村六邨89号,药库
15,31453,福清市海口镇塔下73号，福清市东阁农场第二管理区,药库
15,31454,福清市东瀚镇东瀚村后街24号,药库
15,31455,福清市一都镇一都村横街24号,药库
15,31456,福清市南岭乡埔南街31号,药库
15,31457,福清市融城何厝巷41号,药库
15,31458,福清市龙田镇龙锦支路,药库
15,31459,福清市东张镇清源路南157号,药库
15,31460,福州市仓山区菖蒲新区11#、12#,药库
15,31461,福州市城门镇黄山,药库
15,31462,永泰县城峰镇龙头路20号,药库
15,31463,闽清县梅城镇西门街40号,药库
15,31464,闽清县白中镇白中街109号,药库
15,31465,永泰县盘谷乡盘谷街,药库
15,31466,永泰县红星乡红星街160号,药库
15,31467,闽清县东桥镇桥头街92号,药库
15,31468,闽清县梅城镇体泉巷3号,药库
15,31469,永泰县岭路乡岭路街,药库
15,31470,永泰县葛岭镇葛岭街,药库
15,31471,闽清县桔林乡四宝街60号,药库
15,31472,闽清县雄江镇雄江街1号,药库
