ROUTEID,TRANSID,INCEPTADDR,SENDPOS,location
10,1048583,厦门市同安区祥桥一里131-109号,厦门同安刘慧琴口腔科诊所（股份厦门）,"118.14496,24.722856"
10,1103405,厦门市同安区工业集中区建材园30号110、111、211,厦门同安时尚口腔门诊部(股份厦门）,"118.131597,24.688231"
10,1152422,厦门市同安区新民镇梧侣村大社里631号和827号,厦门一丰堂医药有限公司(股份厦门）,"118.11969,24.691847"
10,1076121,厦门市同安区汀溪镇汀溪街1号,厦门健心大药房有限公司（股份厦门）,"118.135951,24.784126"
10,1062718,厦门市同安区新民镇西塘村大厝社136号,厦门同安高中任中医科诊所（股份厦门）,"118.106214,24.705649"
10,1142850,厦门市同安区新民镇梧侣社区大店里466-101/102,厦门同安高水平中医科诊所,"118.127044,24.692257"
10,1223661,厦门市同安区大同街道朝元路183号,厦门同安附大医院(股份厦门）,"118.146508,24.737497"
10,1225956,厦门市同安区祥平街道凤祥五里252号,厦门同安金勇洲口腔门诊部(股份厦门）,"118.135745,24.72329"
10,1062728,厦门市同安区环城西路737号,厦门同安张玉生西医内科诊所（股份厦门）,"118.137903,24.723097"
10,1103378,厦门市同安区新民镇西塘社区大厝里26-27,厦门市鑫西塘大药房有限公司(股发厦门）,"118.10629,24.706277"
10,1114937,厦门市同安区祥平街道“瑞祥家园”1029-20号4#店面,厦门一丰堂医药有限公司第一分店（股份厦门）,"118.13881,24.727489"
10,1165420,厦门市同安区新民镇梧侣社区大店里466-101/102,厦门同安高水平中医科诊所(股份厦门),"118.127044,24.692257"
10,1108590,厦门市同安区阳翟村13组187号,厦门市七兴健康药业有限公司（股份厦门）,"118.153026,24.710943"
10,1108591,厦门市同安区祥平街道西湖村珠厝150号东面,厦门柠芮大药房有限公司（股份厦门）,"118.136,24.688479"
10,1310843,厦门市凤南农场南山村村委会,凤南农场南山村卫生所,"118.066872,24.674516"
10,1325445,厦门市同安区大同街道朝元路183号,厦门同安附大医院有限公司,"118.146508,24.737497"
10,1650290,厦门市同安区祥平街道凤祥小区一里27号,厦门同安王蕾口腔科诊所,"118.138833,24.724583"
10,1595007,结核病区,结核病区,"118.14796,24.706884"
10,1435906,厦门市同安区五显镇布塘村,卫生室,"118.207457,24.742571"
10,1430235,石浔村村部,石浔卫生所,"118.181992,24.692507"
10,1487088,厦门市翔安区新圩镇桂林村,厦门市翔安区新圩镇桂林村卫生所,"118.266464,24.702553"
10,1340580,厦门市同安区新民大道新民镇水利水电管理站1-2号店面,厦门同安建庭口腔科诊所（股份厦门）,"118.135708,24.713213"
10,1376566,厦门市同安区莲花镇云洋村铜钵路666号,厦门莲花恩慧养老院医务室(股份厦门),"118.088926,24.775473"
10,1663672,厦门市翔安区新圩镇古宅村,厦门市翔安区新圩镇古宅村卫生所,"118.289216,24.786706"
10,1658359,厦门市同安区城南路77号,厦门同安叮铃医生第五门诊部有限公司,"118.147294,24.717309"
10,1382871,厦门市同安区环城北路407-1号,厦门同安嘉德医院有限公司,"118.150291,24.736077"
10,1365685,厦门市同安区大同街道同新社区双溪松柏林108号,厦门同安灵燕中医门诊部,"118.150272,24.72805"
10,1477038,厦门市同安区银湖中路217号,厦门楠北医药有限公司,"118.143637,24.725055"
10,1248537,厦门市翔安区新圩镇新霞南路245号,厦门翔安瑞生西医内科诊所,"118.256493,24.736444"
10,1656175,厦门市同安区凤祥小区二里25号店面,厦门同安华卫平西医内科诊所,"118.139908,24.723886"
10,1310888,厦门市翔安区新圩镇新霞西路24号,厦门翔安显超口腔科诊所（）,"118.254272,24.738069"
10,1593579,厦门市同安区祥平街道银莲路135号之一,厦门鹭燕大药房有限公司银莲路分店,"118.150625,24.719707"
10,1382707,厦门市同安区东山路2号之1,厦门同安新开元医院有限公司,"118.150246,24.736306"
10,1390245,同安区石浔村村部,（鹭燕海峡）石浔卫生所,"118.181989,24.692507"
10,1477025,111,,"118.150631,24.728397"
10,1623611,厦门市同安区环城西路733号,厦门同安黄玲凤口腔科诊所,"118.137841,24.722976"
10,1393623,厦门市翔安区新圩镇新霞南路245号,厦门翔安瑞生西医内科诊所(股份厦门),"118.256493,24.736444"
10,1416830,厦门市同安区环城北路407-1号厦门同安嘉德医院有限公司一楼,仓库,"118.149494,24.7475"
10,1524732,厦门市同安区田洋村双苋里3号,厦门同安李闯中医科诊所,"118.139855,24.744735"
10,1289752,厦门市同安区祥平街道建发中央天悦8#楼一层112、113、114、115、116单元,厦门同安祥富口腔门诊部（股份厦门）,"118.139812,24.718104"
10,2152346,厦门市同甘医药有限公司,厦门市同甘医药有限公司,"118.117594,24.722609"
10,2152347,厦门市同安区新民镇乌涂村坝仔埔里71号之102,厦门市瑞鑫堂药房有限公司,"118.122529,24.704452"
10,1898177,厦门市翔安区新圩镇新圩社区龙新路200号,厦门市翔安区新圩镇新圩社区龙新路卫生所,"118.259533,24.738001"
10,1820208,厦门市翔安区新圩镇新霞北路13-102号,新霞北路分店,"118.255748,24.739216"
10,1894595,厦门市同安区大同街道朝元路179号,厦门附大养护院有限公司医务室,"118.146525,24.73741"
10,1992585,厦门市同安区三秀路141号,厦门市同安区红十字会,"118.154066,24.73169"
10,2206221,厦门市翔安区新圩镇云头村1号,厦门市翔安区新圩镇云头村卫生所,"118.260983,24.752419"
10,1875145,厦门市同安区阳翟村阳翟路3250-101号,厦门同安陈笃彪口腔科诊所,"118.153076,24.713716"
10,2183855,厦门市同安区集安路796号6层右侧之一,厦门康仕商贸,"118.141263,24.702106"
10,2207204,碧岳村村部,碧岳村卫生所,"118.157745,24.729172"
10,2021032,厦门市同安区凤山路372-380号,厦门同安宏沅膛口腔专科门诊部,"118.160557,24.723196"
10,2061845,厦门市同安区五显镇北辰山路661号部队医院,73151部队保障部,"118.24255,24.770279"
10,1961544,厦门市同安区五显镇北辰山路661号,中国人民解放军73151部队保障部,"118.235632,24.770376"
10,2077393,福建省厦门市同安区莲花镇美云路801号,中国人民解放军73051部队保障部,"118.067024,24.775351"
10,2207655,厦门市同安区大同街道朝洋路809号第二看守所,厦门市第二看守所,"118.141727,24.741764"
10,2207690,厦门市同安区祥平街道祥莲路9号101室,厦门同安闽济堂门诊有限公司,"118.147425,24.719147"
10,1756486,厦门市同安区祥平街道银湖西里261号之7,厦门同安陈志伟口腔科诊所,"118.140482,24.729935"
10,2206626,厦门市同安区新民镇乌涂社区溪仔尾里25号,厦门同安梁书锋西医内科诊所,"118.136405,24.710067"
10,2208803,厦门市同安区祥平街道银湖西路459-4号,厦门市同安区祥平街道银湖西路459-4号,"118.136586,24.727526"
10,2110000,厦门市同安区新民镇乌涂村坝仔埔里76-101,厦门同安曹湘涛内科诊所,"118.12275,24.704054"
10,2110001,厦门市同安区新民镇乌涂商业街415号之3,厦门鹭红医药有限公司,"118.123872,24.707008"
10,2207233,厦门市同安区祥平街道阳翟二路45号C101、45-105号、55号店面,国药控股福建有限公司祥平药房（股份厦门）,"118.146695,24.707455"
10,2099920,厦门市同安区集安路796号1#厂房5楼D区,厦门灵燕大药房连锁有限公司,"118.141263,24.702106"
10,2132706,厦门市同安区洪塘镇龙西一里8-15-102号,厦门同安泰虹中医门诊部,"118.188406,24.684859"
10,2225009,厦门市同安区祥平街道阳翟村土楼社75号,厦门同安蔡美金中医科诊所,"118.153026,24.710943"
10,2229629,同安区中山路150号,检验科,"118.14965,24.734747"
10,2227098,厦门市同安区银莲路330号,厦门同安宏沅膛第二口腔门诊部有限公司（股份厦门）,"118.154059,24.719561"
10,2228982,厦门市同安区祥平街道西洪塘村坂下里40号,厦门同安欧波涛西医内科诊所,"118.134541,24.693994"
10,2229316,厦门市同安区银湖西里274号之11之12,厦门同安仁政口腔门诊部,"118.139394,24.729209"
10,2229466,厦门市同安区西池一里95号之4,厦门同安陈明悦妇科诊所,"118.145981,24.740108"
10,2226867,厦门市大同街道榕溪路9号三楼,厦门市银城药店有限公司,"118.174621,24.721185"
10,2226357,厦门市同安区五秀二里150-10号,厦门同安徐菁口腔科诊所,"118.169657,24.747357"
10,2229035,厦门市同安区凤山路434号,厦门市华泰堂医药有限公司,"118.161456,24.722821"
10,2229953,厦门市同安区银莲里102号201室,厦门同安郭雪虹眼科诊所,"118.149559,24.721417"
10,2227884,厦门市同安区祥平街道阳翟下店尾里388-101号,厦门同安王予西医外科诊所,"118.147636,24.706521"
10,2227853,厦门市同安区阳翟二路66号同安疾控中心5楼,厦门市同安区疾病预防控制中心,"118.148716,24.703908"
10,2236935,厦门市集美区灌南工业区安仁大道1599号6号自动化高架物流仓库及1-7平层仓库(委托鹭燕医药股份有限公司配送),大同分店,"117.964783,24.580929"
10,2236936,厦门市集美区灌南工业区安仁大道1599号6号自动化高架物流仓库及1-7平层仓库(委托鹭燕医药股份有限公司配送),朝元路分店,"117.964783,24.580929"
10,2236947,厦门市集美区灌南工业区安仁大道1599号6号自动化高架物流仓库及1-7平层仓库(委托鹭燕医药股份有限公司配送),同集北路分店,"117.964783,24.580929"
10,2236955,厦门市集美区灌南工业区安仁大道1599号6号自动化高架物流仓库及1-7平层仓库(委托鹭燕医药股份有限公司配送),新霞分店,"117.964783,24.580929"
10,2236956,厦门市集美区灌南工业区安仁大道1599号6号自动化高架物流仓库及1-7平层仓库(委托鹭燕医药股份有限公司配送),同安分店,"117.964783,24.580929"
10,2236973,厦门市集美区灌南工业区安仁大道1599号6号自动化高架物流仓库及1-7平层仓库(委托鹭燕医药股份有限公司配送),银莲路分店,"117.964783,24.580929"
10,2236974,厦门市集美区灌南工业区安仁大道1599号6号自动化高架物流仓库及1-7平层仓库(委托鹭燕医药股份有限公司配送),新霞北路分店,"117.964783,24.580929"
10,2236126,厦门市同安区新民镇土楼村土楼170-101、170-102号,厦门吉延药店有限公司凤南土楼分店,"118.086186,24.686751"
10,2236387,厦门市同安区汀溪镇路下村新厝5号,厦门市同安区汀溪镇路下村卫生所,"118.124207,24.776552"
10,2236388,厦门市同安区新民镇梧侣村大社里843号,厦门同安李鹏中医科诊所,"118.11969,24.691847"
10,2240294,厦门市同安区集安路796号1#厂房5楼D区,厦门灵燕大药房连锁有限公司,"118.141263,24.702106"
10,2238088,厦门市同安区新民镇柑岭下土楼里19号,厦门同安林国花中西医结合科诊所,"118.111743,24.718164"
10,2238206,厦门市同安区银湖中路1号,厦门市同安区卫生健康局,"118.152033,24.723237"
10,2241084,厦门市凤南农场新塘村新塘埔67号,厦门市凤南农场新塘村新塘埔67号,"118.07882,24.699445"
10,2241033,厦门市同安区洪塘镇下墩村大埕西里180-1号,厦门市同安区洪塘镇下墩村大埕西里180-1号,"118.198921,24.692814"
10,2241083,厦门市同安区祥平街道校场路539号,厦门市同安区祥平街道校场路539号,"118.15054,24.718405"
10,2242991,厦门市同安区新民镇梧侣村大社里8号之一,厦门市同安区新民镇梧侣村大社里8号之一,"118.115655,24.69014"
10,2242995,厦门市同安区新民镇西塘祖厝边里21-101号,厦门市同安区新民镇西塘祖厝边里21-101号,"118.10682,24.69748"
10,2240869,厦门市同安区大同街道顶溪头村二里999号,厦门市同安区大同街道顶溪头村卫生所,"118.173714,24.720182"
10,2237274,福建省厦门市思明区湖滨北路98号财经大厦,厦门市人民政府国有资产监督管理委员会,"118.092589,24.479445"
10,2240251,厦门市同安区新民镇四口圳里8号之一之二,厦门市同安区明愈大药房,"118.134459,24.682979"
10,2244185,厦门市同安区阳翟二房三里25号1-3层,厦门市同安区阳翟二房三里25号1-3层,"118.153411,24.711964"
10,2237348,厦门市同安区凤山二里79号,厦门市同安区卫生和计划生育监督所,"118.163885,24.72281"
10,2240482,新圩镇金柄村美林29号北侧,厦门市翔安区新圩镇金柄村美林卫生所,"118.284731,24.77262"
10,2242552,同安区阳翟二路2号,第三医院设备科器械仓库,"118.147665,24.706072"
10,2244887,厦门市翔安区新圩镇山岬路84-101号,（燕来福）厦门心诚康药业有限公司,"118.258963,24.741765"
10,2243113,厦门市同安区五显镇溪西村溪西里139号,厦门市同安区五显镇溪西村卫生所,"118.136012,24.720711"
10,2245031,厦门市翔安区新圩镇新霞北路50号,厦门市莲坤堂药业有限公司,"118.255877,24.739953"
10,2238192,厦门市同安区新民镇梧梠路69号,厦门市同安区新民镇梧梠路69号,"118.135708,24.713213"
10,2238197,厦门市同安区洪塘镇洪塘村洪塘里226号,厦门市同安区洪塘镇洪塘村洪塘里226号,"118.199075,24.712813"
10,2240233,厦门市同安区大同街道同新社区双溪松柏林108号,厦门同安灵燕中医门诊部,"118.150272,24.72805"
10,2240695,厦门市同安区汀溪镇隘头村汀溪街455号,厦门市同安区汀溪镇隘头村卫生所,"118.135951,24.784126"
10,2243865,厦门市同安区古庄二里296号之1、2,厦门同安陈木星西医内科诊所,"118.140948,24.734752"
10,2238219,厦门市同安区祥平街道阳翟二路2号,厦门市同安区祥平街道阳翟二路2号,"118.147665,24.706072"
10,2238221,厦门市同安区祥平街道阳翟二路2号,厦门市同安区祥平街道阳翟二路2号,"118.147665,24.706072"
10,2239966,厦门市同安去新民镇西塘村新厝仔自然村114号101,厦门市同安去新民镇西塘村新厝仔自然村114号101,"118.11648,24.709518"
10,2240468,厦门市同安区汀溪镇汀溪街518号,厦门市同安区汀溪镇汀溪街518号,"118.13953,24.776336"
10,2242571,同安区阳翟二路2号,设备科器械仓库,"118.147665,24.706072"
10,2240497,厦门市同安区洪塘镇石浔村东头埕里88-101号,厦门市同安区洪塘镇石浔村卫生所,"118.181013,24.691747"
10,2244884,厦门市翔安区新圩镇山岬路84-101号,厦门心诚康药业有限公司,"118.258963,24.741765"
10,2238789,厦门市同安区集安路796号1#厂房5楼D区,厦门市同安区集安路796号1#厂房5楼D区,"118.141263,24.702106"
10,2238802,厦门市同安区大同街道县口路A幢202号,厦门市同安区大同街道县口路A幢202号,"118.154183,24.731368"
10,2238930,厦门市同安区西洪塘村下厝里116号,厦门市同安区西洪塘村下厝里116号,"118.136235,24.700643"
10,2238957,厦门市同安区新民镇乌涂村40号,厦门市同安区新民镇乌涂村40号,"118.12555,24.711222"
10,2238961,厦门市同安区祥平街道卿朴村新厝里6号店面之（2-5）,厦门市同安区祥平街道卿朴村新厝里6号店面之（2-5）,"118.156196,24.698532"
10,2238966,厦门市同安区洪塘镇龙西一里安置房15号楼37-38号,厦门市同安区洪塘镇龙西一里安置房15号楼37-38号,"118.188288,24.684904"
10,2238888, 厦门市同安区新民镇乌涂下埔里116-101号, 厦门市同安区新民镇乌涂下埔里116-101号,"118.12372,24.708738"
10,2238897,厦门市同安区西湖珠厝里150-103号,厦门市同安区西湖珠厝里150-103号,"118.134836,24.68809"
10,2239413,厦门市同安区新民镇梧侣大社里73-103号,厦门市同安区新民镇梧侣大社里73-103号,"118.119169,24.690186"
10,2239414,厦门市同安区新民镇梧侣大店里663-109号,厦门市同安区新民镇梧侣大店里663-109号,"118.126305,24.69109"
10,2239426,厦门市同安区五显镇布塘陈钦辽里127-101号,厦门市同安区五显镇布塘陈钦辽里127-101号,"118.199426,24.741647"
10,2242108,厦门市同安区新民镇西塘村林边里210-101号,厦门福麟堂药业有限公司,"118.105271,24.699375"
10,2242118,厦门市同安区新民镇梧侣社区大店里466-101/102,（燕来福）厦门同安高水平中医科诊所,"118.127044,24.692257"
10,2242127,厦门市同安区同集北路300号3号仓库之二,厦门佰瑞翔科技有限公司,"118.146043,24.684941"
10,2242130,厦门市同安区大同街道朝元路183号,（燕来福）厦门同安附大医院有限公司,"118.146508,24.737497"
10,2242134,厦门市同安区大同街道同新社区双溪松柏林108号,厦门同安灵燕中医门诊部,"118.150272,24.72805"
10,2242136,厦门市同安区环城北路407-1号,（燕来福）厦门同安嘉德医院有限公司,"118.150291,24.736077"
10,2241188,厦门市同安区洪塘镇心新学村护国坑里296-101号,厦门市同安区洪塘镇心新学村护国坑里296-101号,"118.185618,24.709615"
10,2238649,厦门市同安区凤祥小区二里25号店面,厦门市同安区凤祥小区二里25号店面,"118.139908,24.723886"
10,2239062,厦门市同安区阳翟烧灰里187-102号,厦门市同安区阳翟烧灰里187-102号,"118.143702,24.713799"
10,2239112,厦门市同安区新民镇梧侣社区大社里1260-110店面,厦门市同安区新民镇梧侣社区大社里1260-110店面,"118.116862,24.690078"
10,2239773,厦门市同安区新民镇乌涂社区溪仔尾里25号,厦门市同安区新民镇乌涂社区溪仔尾里25号,"118.136405,24.710067"
10,2239036,厦门市同安区银湖西里164号之8,厦门市同安区银湖西里164号之8,"118.138,24.7289"
10,2239049,厦门市翔安区新圩镇新霞北路50号,厦门市翔安区新圩镇新霞北路50号,"118.255877,24.739953"
10,2239068,厦门市同安区新民镇乌涂村坝仔埔里71号之102,厦门市同安区新民镇乌涂村坝仔埔里71号之102,"118.122529,24.704452"
10,2238810,厦门市同安区大同街道朝元路249号（西池小区B组团10号楼4号店）,厦门市同安区大同街道朝元路249号（西池小区B组团10号楼4号店）,"118.146459,24.738678"
10,2239084,厦门市同安区新民镇梧侣村大社里794号,厦门市同安区新民镇梧侣村大社里794号,"118.114602,24.689609"
10,2239086,厦门市同安区新民镇乌涂村溪仔尾里119-101号,厦门市同安区新民镇乌涂村溪仔尾里119-101号,"118.134439,24.709878"
10,2239090,厦门市同安区新民镇乌涂村店仔街47-101号,厦门市同安区新民镇乌涂村店仔街47-101号,"118.1248,24.70755"
10,2239093,厦门市同安区新民镇梧侣村大社里132号,厦门市同安区新民镇梧侣村大社里132号,"118.11969,24.691847"
10,2239095,厦门市同安区阳翟泥山里95号,厦门市同安区阳翟泥山里95号,"118.144326,24.700083"
10,2239096,厦门市同安区祥平街道阳翟村土楼里3252号之1、之2店面,厦门市同安区祥平街道阳翟村土楼里3252号之1、之2店面,"118.153415,24.713006"
10,2239098,厦门市同安区新民镇柑岭下棋盘里200-107号,厦门市同安区新民镇柑岭下棋盘里200-107号,"118.117039,24.722098"
10,2239099,厦门市翔安区新圩镇新霞西路36/38号,厦门市翔安区新圩镇新霞西路36/38号,"118.254691,24.738429"
10,2239111,厦门市同安区新民镇梧侣村大社里1号之一号,厦门市同安区新民镇梧侣村大社里1号之一号,"118.119398,24.691748"
10,2239113,厦门市同安区新民镇西塘村大厝里135号,厦门市同安区新民镇西塘村大厝里135号,"118.10904,24.70472"
10,2239114,厦门市同安区新民镇西塘社区大厝里26-27号,厦门市同安区新民镇西塘社区大厝里26-27号,"118.10629,24.706277"
10,2239115,厦门市同安区祥平街道阳翟土楼里581号之一,厦门市同安区祥平街道阳翟土楼里581号之一,"118.150953,24.715038"
10,2239131,厦门市同安区凤祥路206、208号,厦门市同安区凤祥路206、208号,"118.136538,24.723546"
10,2239135,厦门市同安区大同街道东山路4-6号,厦门市同安区大同街道东山路4-6号,"118.150107,24.736403"
10,2242517,厦门市同安区新民镇梧侣下社里108-101号,厦门市同安区新民镇梧侣下社里108-101号,"118.119833,24.694383"
10,2243539,厦门市同安区祥平街道较场路346号,厦门市同安区祥平街道较场路346号,"118.151668,24.716466"
10,2239497,厦门市同安区祥平街道阳翟村二房三里25号,厦门市同安区祥平街道阳翟村二房三里25号,"118.153411,24.711964"
10,2239395,厦门市同安区凤岗二里1-105号,厦门市同安区凤岗二里1-105号,"118.129786,24.723127"
10,2239435,厦门市同安区新民镇大埔南国路2-101号、2-102号,厦门市同安区新民镇大埔南国路2-101号、2-102号,"118.079408,24.689453"
10,2238479,厦门市翔安区新圩镇东寮社区,厦门市翔安区新圩镇东寮社区,"118.250387,24.616723"
10,2238511,厦门市同安区环城北路892号,厦门市同安区环城北路892号,"118.157244,24.733853"
10,2238512,厦门市同安区新民镇梧侣路69号,厦门市同安区新民镇梧侣路69号,"118.111284,24.688812"
10,2238513,厦门市同安区银湖西路358号1号楼2楼、同安区祥平东路256号,厦门市同安区银湖西路358号1号楼2楼、同安区祥平东路256号,"118.134777,24.72732"
10,2239128,厦门市同安区新民镇西塘村沟墘里78号101,厦门市同安区新民镇西塘村沟墘里78号101,"118.115496,24.703688"
10,2238641,厦门市同安区古庄二里296号之1、2,厦门市同安区古庄二里296号之1、2,"118.140948,24.734752"
10,2239214,厦门市同安区新民镇乌涂村坝仔埔里90号,厦门市同安区新民镇乌涂村坝仔埔里90号,"118.123102,24.70464"
10,2241506,厦门市同安区城南路77号,（燕来福）厦门同安叮铃医生第五门诊部有限公司,"118.147294,24.717309"
10,2238677,同安区新民镇凤南土楼村砖仔252号,同安区新民镇凤南土楼村砖仔252号,"118.094837,24.677437"
10,2238685,厦门市翔安区新圩镇新霞南路245号,厦门市翔安区新圩镇新霞南路245号,"118.256493,24.736444"
10,2238693,厦门市同安区新民镇梧侣村大社里139-104号,厦门市同安区新民镇梧侣村大社里139-104号,"118.117923,24.690185"
10,2238694,厦门市同安区新民镇乌涂村坝仔埔里76-101,厦门市同安区新民镇乌涂村坝仔埔里76-101,"118.12275,24.704054"
10,2238867,厦门市同安区新民镇乌涂社区下埔里255号,厦门市同安区新民镇乌涂社区下埔里255号,"118.123108,24.708099"
10,2238869,厦门市同安区新民土楼村土楼170-101、170-102号,厦门市同安区新民土楼村土楼170-101、170-102号,"118.08691,24.685936"
10,2238873,厦门市同安区大同街道凤山一里106号之7,厦门市同安区大同街道凤山一里106号之7,"118.162613,24.721383"
10,2238876,厦门市同安区汀溪镇汀溪镇1号,厦门市同安区汀溪镇汀溪镇1号,"118.138296,24.77754"
10,2238903,厦门市同安区新民镇梧侣大店里442-109号,厦门市同安区新民镇梧侣大店里442-109号,"118.122103,24.691773"
10,34201,溪声村村部,溪声村卫生所,"118.128288,24.732018"
10,2241541,同安区城东工业区榕源路88号,（燕来福）金日制药(中国)有限公司,"118.177947,24.721041"
10,2241557,同安区阳翟二路2号,(燕来福)厦门市第三医院,"118.147665,24.706072"
10,2242142,厦门市同安区田洋村双苋里3号,厦门同安李闯中医科诊所,"118.139855,24.744735"
10,2242179,厦门市同安区洪塘镇龙西一里8-15-102号,厦门同安泰虹中医门诊部,"118.188406,24.684859"
10,2242195,厦门市同安区西洪塘村下厝里116号,厦门市福康堂药业有限公司,"118.136235,24.700643"
10,2242196,厦门市同安区祥平街道西桥路72号之7,厦门市陆锋药业有限公司,"118.148603,24.725553"
10,2238396,厦门市同安区祥平街道阳翟2路2号,厦门市同安区祥平街道阳翟2路2号,"118.147096,24.706348"
10,2238425,同安区洪塘镇洪塘村洪塘里226号,同安区洪塘镇洪塘村洪塘里226号,"118.199075,24.712813"
10,2238426,同安区西柯镇西柯村,同安区西柯镇西柯村,"118.161201,24.667108"
10,2238427,同安区新民镇乌涂村溪仔尾,同安区新民镇乌涂村溪仔尾,"118.134439,24.709878"
10,2238431,厦门市翔安区新圩镇龙新路112号,厦门市翔安区新圩镇龙新路112号,"118.258412,24.736065"
10,2238432,厦门市翔安区新圩镇大帽山农场中心57-2,厦门市翔安区新圩镇大帽山农场中心57-2,"118.308092,24.768261"
10,2238715,厦门市同安区西湖村朱厝里151-106号,厦门市同安区西湖村朱厝里151-106号,"118.134971,24.687937"
10,2238718,厦门市同安区祥平街道西湖村山坪里60号,厦门市同安区祥平街道西湖村山坪里60号,"118.13982,24.692443"
10,2238447,厦门市同安区大同街道东宅村村部,厦门市同安区大同街道东宅村村部,"118.18277,24.719164"
10,2238448,同安区洪塘镇龙泉村陈村顶里152号,同安区洪塘镇龙泉村陈村顶里152号,"118.209094,24.722956"
10,2238449,厦门市同安区洪塘镇石浔村东头埕里88-101号,厦门市同安区洪塘镇石浔村东头埕里88-101号,"118.181013,24.691747"
10,2238450,厦门市同安区洪塘镇塘边村塘前街87-101号,厦门市同安区洪塘镇塘边村塘前街87-101号,"118.209997,24.698583"
10,2238451,厦门市同安区汀溪镇隘头村村部,厦门市同安区汀溪镇隘头村村部,"118.139132,24.773898"
10,2238452,厦门市同安区汀溪镇褒美村,厦门市同安区汀溪镇褒美村,"118.119991,24.790203"
10,2238453,厦门市同安区五显镇后塘村后塘里1号,厦门市同安区五显镇后塘村后塘里1号,"118.188519,24.760114"
10,2238454,厦门市同安区五显镇溪西村溪西里139号,厦门市同安区五显镇溪西村溪西里139号,"118.136012,24.720711"
10,2238455,同安区五显镇竹山村山头里19号,同安区五显镇竹山村山头里19号,"118.248705,24.775192"
10,2238458,厦门市同安区祥平街道西洪塘里100号,厦门市同安区祥平街道西洪塘里100号,"118.135078,24.700992"
10,2238459,厦门市同安区祥平街道阳翟村土楼里590号,厦门市同安区祥平街道阳翟村土楼里590号,"118.153415,24.713006"
10,2238460,厦门市同安区祥平街道阳翟村二房三里,厦门市同安区祥平街道阳翟村二房三里,"118.153454,24.711025"
10,2238480,厦门市翔安区新圩镇桂林村桂林86号,厦门市翔安区新圩镇桂林村桂林86号,"118.266464,24.702553"
10,2238481,厦门市翔安区新圩镇后埔村后埔村金锡一里1号,厦门市翔安区新圩镇后埔村后埔村金锡一里1号,"118.276496,24.772335"
10,2238482,厦门市翔安区新圩镇金柄村美林29号北侧,厦门市翔安区新圩镇金柄村美林29号北侧,"118.285757,24.772752"
10,2238487,厦门市同安区大同街道东山村281号,厦门市同安区大同街道东山村281号,"118.150062,24.742917"
10,2238489,厦门市翔安区新圩镇面前埔村东寺庄东山尾60-1号,厦门市翔安区新圩镇面前埔村东寺庄东山尾60-1号,"118.254236,24.750767"
10,2238492,厦门市同安区洪塘镇新霞村后埔里170号,厦门市同安区洪塘镇新霞村后埔里170号,"118.21946,24.708636"
10,2238493,厦门市翔安区新圩镇凤路村顶厝1-2号,厦门市翔安区新圩镇凤路村顶厝1-2号,"118.279129,24.754548"
10,2241651,厦门市同安区环城北路892号,（燕来福）厦门市同安区大同街道社区卫生服务中心,"118.157244,24.733853"
10,2241652,碧岳村村部,碧岳村卫生所,"118.157745,24.729172"
10,2241655,同安区大唐世家城南路162号,（燕来福）厦门恒丰堂药业有限公司,"118.147835,24.718591"
10,2241658,新学村村部,新学村卫生所,"118.16497,24.741249"
10,2241659,洪塘镇洪塘村212号,洪塘卫生院,"118.19913,24.712909"
10,2241662,石浔村村部,石浔村卫生所,"118.181992,24.692507"
10,2241664,苏厝村村部,苏厝村卫生所,"118.188599,24.70751"
10,2241667,大乡,大乡卫生所,"118.284943,24.786921"
10,2241668,"福建厦门同安区洪塘镇塘村洪塘里226号
","厦门市同安区洪塘卫生院	药房
","118.199075,24.712813"
10,2241669,塘边,塘边卫生所,"118.119698,24.596043"
10,2241673,福建厦门同安区洪塘镇洪塘村洪塘里226号 ,（燕来福）厦门市同安区洪塘卫生院,"118.199075,24.712813"
10,2241676,瑶市卫生所,瑶市村,"118.072799,24.76276"
10,2241677,莲花镇云埔村卫生所,云埔村,"118.067923,24.795989"
10,2241678,莲花镇云洋村卫生所,云洋村,"118.131954,24.624619"
10,2241679,莲花镇蔗内村卫生所,蔗内村,"118.131954,24.624619"
10,2241680,莲花镇军营村卫生所,军营村,"118.131954,24.624619"
10,2241682,同安区莲花镇美埔村91号,莲花卫生院,"118.06455,24.746423"
10,2241683,莲花镇罗溪村卫生所,罗溪村,"117.972957,24.806936"
10,2241684,莲花镇美埔村卫生所,美埔村,"118.069843,24.744052"
10,2241685,同安区莲花镇内田村卫生所,内田村,"117.970266,24.760466"
10,2241686,莲花镇上陵村卫生所,上陵村,"117.999987,24.807407"
10,2241688,澳溪卫生所,澳溪村,"118.061218,24.797085"
10,2241689,莲花镇白交祠村卫生所,白交祠村,"118.131954,24.624619"
10,2241690,莲花镇淡溪村卫生所,淡溪村,"118.131954,24.624619"
10,2241691,莲花镇后埔村卫生所,后埔村,"118.034686,24.767558"
10,2241692,莲花镇尾林村卫生所,尾林村,"117.998025,24.896846"
10,2241696,同安区莲花卫生院药房,(燕来福)厦门市同安区莲花卫生院,"118.064176,24.746387"
10,2241697,造水村村部,造水村卫生院,"118.198921,24.833887"
10,2241699,前格村村部,前格村卫生所,"118.134995,24.831867"
10,2241700,荏畲村村部,荏畲村卫生所,"118.078674,24.827524"
