KEYID,WAREHID,ROUTEID,TRANSID,ROUTESEQ,DISTANCE,INCEPTADDR,EQUTRANSID,SENDPOS,ROUTENAME,INTOWNFLAG,TRANSFLAG,USESTATUS,TRANSNAME,TRANSMODE,TRANSMODEID,ZONENO,ZONENAME,ZONEID,COMPANYNAME,TRCOMPANYID,WAREHNAME,MEMO,Xiamen.经度,Xiamen.纬度
242144,1,12,2241034,,,厦门市海沧区海沧街道囷瑶村石岑社10号,,海沧区海沧街道囷瑶村卫生所,线路12,1,1,1,汽运,汽运,26,JHQ12,集货区12,12,,,厦门物流中心,,117.981418,24.476029
246206,1,12,2243932,,,中国（福建）自由贸易试验区厦门片区滨湖一里208-116号,,厦门海沧齐安正元口腔门诊部有限公司,线路12,1,1,1,汽运,汽运,26,JHQ12,集货区12,12,,,厦门物流中心,,118.029193,24.482614
237378,1,12,2239100,,,厦门市海沧区霞光东里321号147、148、103,,厦门市海沧区霞光东里321号147、148、103,线路12,1,1,1,汽运,汽运,26,JHQ12,集货区12,12,,,厦门物流中心,,118.031525,24.531134
246169,1,12,2243317,,,厦门市海沧区沧林东三路354号,,（燕来福）厦门君益堂医药有限公司,线路12,1,1,1,汽运,汽运,26,JHQ12,集货区12,12,,,厦门物流中心,,118.05217,24.491078
246187,1,12,2243673,,,厦门市海沧区沧林二路545号,,厦门市海沧区沧林二路545号,线路12,1,1,1,汽运,汽运,26,JHQ12,集货区12,12,,,厦门物流中心,,118.033904,24.490365
237389,1,12,2239496,,,厦门市海沧区山边洪东路23号一至三层,,厦门市海沧区山边洪东路23号一至三层,线路12,1,1,1,汽运,汽运,26,JHQ12,集货区12,12,,,厦门物流中心,,117.951427,24.525334
237402,1,12,2238540,,,厦门市海沧区新阳街道祥露社区西片149号,,厦门市海沧区新阳街道祥露社区西片149号,线路12,1,1,1,汽运,汽运,26,JHQ12,集货区12,12,,,厦门物流中心,,117.982097,24.528628
237484,1,12,2238437,,,海沧区海沧街道青礁村大路60号,,海沧区海沧街道青礁村大路60号,线路12,1,1,1,汽运,汽运,26,JHQ12,集货区12,12,,,厦门物流中心,,117.964898,24.473956
237361,1,12,2238505,,,厦门市海沧区嵩屿南二路118号,,厦门市海沧区嵩屿南二路118号,线路12,1,1,1,汽运,汽运,26,JHQ12,集货区12,12,,,厦门物流中心,,118.039736,24.454813
237401,1,12,2238506,,,厦门市海沧区新阳街道新景西三路8号,,厦门市海沧区新阳街道新景西三路8号,线路12,1,1,1,汽运,汽运,26,JHQ12,集货区12,12,,,厦门物流中心,,117.994311,24.530359
237371,1,12,2239561,,,厦门市海沧区新垵东社306号-101号,,厦门市海沧区新垵东社306号-101号,线路12,1,1,1,汽运,汽运,26,JHQ12,集货区12,12,,,厦门物流中心,,118.006306,24.525861
243142,1,12,2241512,,,厦门市海沧区马青路2002号,,燕来福（厦门海沧福林堂中医门诊部）,线路12,1,1,1,汽运,汽运,26,JHQ12,集货区12,12,,,厦门物流中心,,118.030082,24.49542
243141,1,12,2241513,,,厦门市海沧区钟林路260号,,（燕来福）厦门海沧海福门诊部,线路12,1,1,1,汽运,汽运,26,JHQ12,集货区12,12,,,厦门物流中心,,118.03181,24.492475
237404,1,12,2238697,,,厦门市海沧区霞阳社区东路169-2-101号,,厦门市海沧区霞阳社区东路169-2-101号,线路12,1,1,1,汽运,汽运,26,JHQ12,集货区12,12,,,厦门物流中心,,118.019636,24.534406
237392,1,12,2238863,,,厦门市海沧区新阳街道新垵村东社199-101号,,厦门市海沧区新阳街道新垵村东社199-101号,线路12,1,1,1,汽运,汽运,26,JHQ12,集货区12,12,,,厦门物流中心,,118.003823,24.523973
237525,1,12,2238865,,,中国（福建）自由贸易试验区厦门片区海沧社区昌海路1-105号,,中国（福建）自由贸易试验区厦门片区海沧社区昌海路1-105号,线路12,1,1,1,汽运,汽运,26,JHQ12,集货区12,12,,,厦门物流中心,,117.982908,24.460869
237384,1,12,2238900,,,厦门市海沧区霞光路东里38-39号,,厦门市海沧区霞光路东里38-39号,线路12,1,1,1,汽运,汽运,26,JHQ12,集货区12,12,,,厦门物流中心,,118.024459,24.531544
237533,1,12,2238907,,,中国(福建）自由贸易试验区厦门片区海沧新大街13号105、106,,中国(福建）自由贸易试验区厦门片区海沧新大街13号105、106,线路12,1,1,1,汽运,汽运,26,JHQ12,集货区12,12,,,厦门物流中心,,117.984,24.462271
237436,1,12,2238913,,,厦门市海沧区沧虹路99号,,厦门市海沧区沧虹路99号,线路12,1,1,1,汽运,汽运,26,JHQ12,集货区12,12,,,厦门物流中心,,118.03307,24.49481
237346,1,12,2238918,,,厦门市海沧区东孚街道山边社区崎头社36-1-101号,,厦门市海沧区东孚街道山边社区崎头社36-1-101号,线路12,1,1,1,汽运,汽运,26,JHQ12,集货区12,12,,,厦门物流中心,,117.91736,24.550051
237416,1,12,2238939,,,厦门市海沧区东孚街道山边村山边社97-101号,,厦门市海沧区东孚街道山边村山边社97-101号,线路12,1,1,1,汽运,汽运,26,JHQ12,集货区12,12,,,厦门物流中心,,117.924946,24.550953
237365,1,12,2238940,,,厦门市海沧区新垵村北片588-102号,,厦门市海沧区新垵村北片588-102号,线路12,1,1,1,汽运,汽运,26,JHQ12,集货区12,12,,,厦门物流中心,,118.001476,24.525992
237438,1,12,2238941,,,厦门市海沧区沧林二路545号,,厦门市海沧区沧林二路545号,线路12,1,1,1,汽运,汽运,26,JHQ12,集货区12,12,,,厦门物流中心,,118.033904,24.490365
237356,1,12,2238942,,,厦门市海沧区石塘村南片243-103号,,厦门市海沧区石塘村南片243-103号,线路12,1,1,1,汽运,汽运,26,JHQ12,集货区12,12,,,厦门物流中心,,118.042866,24.496373
237415,1,12,2238943,,,厦门市海沧区东孚镇山边社区山边社60-103号,,厦门市海沧区东孚镇山边社区山边社60-103号,线路12,1,1,1,汽运,汽运,26,JHQ12,集货区12,12,,,厦门物流中心,,117.924499,24.55262
237409,1,12,2238944,,,厦门市海沧区霞阳社区中路14-104号,,厦门市海沧区霞阳社区中路14-104号,线路12,1,1,1,汽运,汽运,26,JHQ12,集货区12,12,,,厦门物流中心,,118.01928,24.533188
237435,1,12,2238945,,,厦门市海沧区沧虹路285号,,厦门市海沧区沧虹路285号,线路12,1,1,1,汽运,汽运,26,JHQ12,集货区12,12,,,厦门物流中心,,118.036297,24.497179
237432,1,12,2238947,,,厦门市海沧区滨湖东路498号之二十六单元,,厦门市海沧区滨湖东路498号之二十六单元,线路12,1,1,1,汽运,汽运,26,JHQ12,集货区12,12,,,厦门物流中心,,118.04714,24.488672
237373,1,12,2238948,,,厦门市海沧区新垵村南片1-101号,,厦门市海沧区新垵村南片1-101号,线路12,1,1,1,汽运,汽运,26,JHQ12,集货区12,12,,,厦门物流中心,,117.997332,24.521963
237352,1,12,2238949,,,厦门市海沧区石塘村埭头新村79号,,厦门市海沧区石塘村埭头新村79号,线路12,1,1,1,汽运,汽运,26,JHQ12,集货区12,12,,,厦门物流中心,,118.039701,24.495931
243296,1,12,2241556,,,厦门市海沧区海裕路,,（燕来福）厦门市海沧医院,线路12,1,1,1,汽运,汽运,26,JHQ12,集货区12,12,,,厦门物流中心,,118.039439,24.497422
243329,1,12,2241576,,,厦门市海沧区海沧社区卫生服务站,,（燕来福）海沧卫生服务站,线路12,1,1,1,汽运,汽运,26,JHQ12,集货区12,12,,,厦门物流中心,,117.983786,24.461062
243330,1,12,2241577,,,嵩屿南二路118号（总院）,,（燕来福）厦门市海沧区嵩屿街道社区卫生服务中心,线路12,1,1,1,汽运,汽运,26,JHQ12,集货区12,12,,,厦门物流中心,,118.039736,24.454813
243324,1,12,2241579,,,海沧街道后井村后井社43号,,（燕来福）后井村卫生所,线路12,1,1,1,汽运,汽运,26,JHQ12,集货区12,12,,,厦门物流中心,,117.994856,24.456221
243325,1,12,2241580,,,海沧街道囷瑶村石岑10号,,（燕来福）囷瑶村卫生所,线路12,1,1,1,汽运,汽运,26,JHQ12,集货区12,12,,,厦门物流中心,,117.981866,24.477963
238166,1,12,2239847,,,中国（福建）自由贸易试验区厦门片区南海三路1056号,,厦门聚福星药业有限公司,线路12,1,1,1,汽运,汽运,26,JHQ12,集货区12,12,,,厦门物流中心,,118.02429,24.476436
243787,1,12,2242144,,,厦门市海沧区新景路99号,,厦门鑫恒晟印务有限公司,线路12,1,1,1,汽运,汽运,26,JHQ12,集货区12,12,,,厦门物流中心,,117.993716,24.523461
243124,1,12,2242154,,,厦门市海沧区沧虹路271号之二,,179964	厦门得心药房有限公司沧虹店,线路12,1,1,1,汽运,汽运,26,JHQ12,集货区12,12,,,厦门物流中心,,118.035916,24.496908
243468,1,12,2242168,,,厦门市海沧区兴港路2356号之一101,,厦门顺民堂医药有限公司,线路12,1,1,1,汽运,汽运,26,JHQ12,集货区12,12,,,厦门物流中心,,118.02671,24.487919
237325,1,12,2238399,,,厦门市海沧区海裕路89号,,厦门市海沧区海裕路89号,线路12,1,1,1,汽运,汽运,26,JHQ12,集货区12,12,,,厦门物流中心,,118.039633,24.491002
237399,1,12,2238404,,,厦门市海沧区新阳工业区霞飞路123号,,厦门市海沧区新阳工业区霞飞路123号,线路12,1,1,1,汽运,汽运,26,JHQ12,集货区12,12,,,厦门物流中心,,118.010242,24.534007
237349,1,12,2238422,,,厦门市海沧区东孚镇山边村大庵4号,,厦门市海沧区东孚镇山边村大庵4号,线路12,1,1,1,汽运,汽运,26,JHQ12,集货区12,12,,,厦门物流中心,,117.927892,24.553958
243326,1,12,2241581,,,海沧街道贞庵村新村店面一条街46、47号,,（燕来福）贞庵村卫生所,线路12,1,1,1,汽运,汽运,26,JHQ12,集货区12,12,,,厦门物流中心,,118.094766,24.489706
243323,1,12,2241583,,,海沧村村委会,,（燕来福）海沧村卫生所,线路12,1,1,1,汽运,汽运,26,JHQ12,集货区12,12,,,厦门物流中心,,117.977286,24.461054
243327,1,12,2241584,,,海沧未来海岸水云湾小区5号楼（居委会旁）,,（燕来福）东屿村卫生所,线路12,1,1,1,汽运,汽运,26,JHQ12,集货区12,12,,,厦门物流中心,,118.033767,24.4621
243352,1,12,2241585,,,海沧嵩屿路43号,,厦门市海贞堂药业有限公司,线路12,1,1,1,汽运,汽运,26,JHQ12,集货区12,12,,,厦门物流中心,,118.038171,24.452921
243180,1,12,2241586,,,厦门市海沧区南海三路1056号,,（燕来福）厦门聚福星药业有限公司,线路12,1,1,1,汽运,汽运,26,JHQ12,集货区12,12,,,厦门物流中心,,118.02429,24.476436
243321,1,12,2241587,,,厦门市海沧区滨湖东路498号之二十六单元,,（燕来福）厦门市海沧区人人康药局,线路12,1,1,1,汽运,汽运,26,JHQ12,集货区12,12,,,厦门物流中心,,118.04714,24.488672
243333,1,12,2241588,,,新阳街道新垵村中路68号,,燕来福（新垵村）,线路12,1,1,1,汽运,汽运,26,JHQ12,集货区12,12,,,厦门物流中心,,117.99884,24.52428
243334,1,12,2241589,,,新阳街道祥露东片58号（祥露村委会）,,燕来福（祥露）,线路12,1,1,1,汽运,汽运,26,JHQ12,集货区12,12,,,厦门物流中心,,117.984517,24.531554
243332,1,12,2241591,,,厦门市海沧区新阳街道新景西三路8号,,（燕来福）厦门市海沧区新阳街道社区卫生服务中心,线路12,1,1,1,汽运,汽运,26,JHQ12,集货区12,12,,,厦门物流中心,,117.994311,24.530359
243331,1,12,2241592,,,厦门市海沧区新阳街道第一农场湖头村109号（厦门市第一农场湖头村老人活动中心一楼西侧）,,（燕来福）海沧区新阳街道第一农场,线路12,1,1,1,汽运,汽运,26,JHQ12,集货区12,12,,,厦门物流中心,,117.944321,24.528779
243319,1,12,2241593,,,厦门市海沧区兴港一里198号,,燕来福（厦门市海沧区海沧街道石塘社区卫生服务中心）,线路12,1,1,1,汽运,汽运,26,JHQ12,集货区12,12,,,厦门物流中心,,118.025842,24.483721
243318,1,12,2241594,,,厦门市海沧区沧湖东路一里97号,,燕来福（海虹服务站）,线路12,1,1,1,汽运,汽运,26,JHQ12,集货区12,12,,,厦门物流中心,,118.047951,24.491019
243317,1,12,2241595,,,海沧区坪山南里88号,,（燕来福）桥南社区卫生服务中心,线路12,1,1,1,汽运,汽运,26,JHQ12,集货区12,12,,,厦门物流中心,,118.055063,24.493879
237370,1,12,2239291,,,厦门市海沧区新垵村东片96-102号,,厦门市海沧区新垵村东片96-102号,线路12,1,1,1,汽运,汽运,26,JHQ12,集货区12,12,,,厦门物流中心,,118.000068,24.522201
243986,1,12,2242199,,,厦门市集美区灌南工业区安仁大道1599号（4号仓库）三层西侧、6#（鹭燕厦门现代医药仓储中心）自动化高架物流仓库及1-3层平层仓库,,（燕来福）福建一善药业有限公司,线路12,1,1,1,汽运,汽运,26,JHQ12,集货区12,12,,,厦门物流中心,,117.964783,24.580929
243251,1,12,2242234,,,厦门市海沧区滨湖北二路60-138号,,厦门荣榆堂药店有限公司,线路12,1,1,1,汽运,汽运,26,JHQ12,集货区12,12,,,厦门物流中心,,118.031803,24.48027
243320,1,12,2242240,,,厦门市海沧区滨湖北路835号,,（燕来福）厦门市海沧区金香中医科诊所,线路12,1,1,1,汽运,汽运,26,JHQ12,集货区12,12,,,厦门物流中心,,118.03392,24.487587
237364,1,12,2238721,,,厦门市海沧区嵩屿南路89号,,厦门市海沧区嵩屿南路89号,线路12,1,1,1,汽运,汽运,26,JHQ12,集货区12,12,,,厦门物流中心,,118.036619,24.452832
237354,1,12,2238728,,,厦门市海沧区石塘村南片192-101号,,厦门市海沧区石塘村南片192-101号,线路12,1,1,1,汽运,汽运,26,JHQ12,集货区12,12,,,厦门物流中心,,118.042866,24.496373
237379,1,12,2238739,,,厦门市海沧区兴港路1863、1865号,,厦门市海沧区兴港路1863、1865号,线路12,1,1,1,汽运,汽运,26,JHQ12,集货区12,12,,,厦门物流中心,,118.02837,24.475428
237405,1,12,2238756,,,厦门市海沧区霞阳社区东路40-102号,,厦门市海沧区霞阳社区东路40-102号,线路12,1,1,1,汽运,汽运,26,JHQ12,集货区12,12,,,厦门物流中心,,118.02136,24.532246
237359,1,12,2238757,,,厦门市海沧区石塘村南片55-101号,,厦门市海沧区石塘村南片55-101号,线路12,1,1,1,汽运,汽运,26,JHQ12,集货区12,12,,,厦门物流中心,,118.042866,24.496373
237375,1,12,2238813,,,厦门市海沧区新垵村许厝69号一楼,,厦门市海沧区新垵村许厝69号一楼,线路12,1,1,1,汽运,汽运,26,JHQ12,集货区12,12,,,厦门物流中心,,118.014024,24.529886
237329,1,12,2239480,,,厦门市海沧区马青路95号之2,,厦门市海沧区马青路95号之2,线路12,1,1,1,汽运,汽运,26,JHQ12,集货区12,12,,,厦门物流中心,,117.969969,24.482129
237360,1,12,2238497,,,厦门市海沧区嵩屿街道鳌冠社区综合楼,,厦门市海沧区嵩屿街道鳌冠社区综合楼,线路12,1,1,1,汽运,汽运,26,JHQ12,集货区12,12,,,厦门物流中心,,118.007312,24.489909
237391,1,12,2238764,,,厦门市海沧区新阳街道新垵村东社171-102号,,厦门市海沧区新阳街道新垵村东社171-102号,线路12,1,1,1,汽运,汽运,26,JHQ12,集货区12,12,,,厦门物流中心,,118.003823,24.523973
237328,1,12,2239125,,,厦门市海沧区渐美村806-1号,,厦门市海沧区渐美村806-1号,线路12,1,1,1,汽运,汽运,26,JHQ12,集货区12,12,,,厦门物流中心,,118.023021,24.478078
237358,1,12,2238878,,,厦门市海沧区石塘村南片277-102,,厦门市海沧区石塘村南片277-102,线路12,1,1,1,汽运,汽运,26,JHQ12,集货区12,12,,,厦门物流中心,,118.042866,24.496373
237529,1,12,2238879,,,中国（福建）自由贸易试验区厦门片区南海三路1056号,,中国（福建）自由贸易试验区厦门片区南海三路1056号,线路12,1,1,1,汽运,汽运,26,JHQ12,集货区12,12,,,厦门物流中心,,118.02429,24.476436
241511,1,12,2240703,,,厦门市海沧区海富里305号,,厦门海沧罗希铮中医科诊所,线路12,1,1,1,汽运,汽运,26,JHQ12,集货区12,12,,,厦门物流中心,,118.031594,24.490189
243812,1,12,2242263,,,中国(福建)自由贸易试验区厦门片区海景南路67号2号楼501室,, （燕来福）福建百晟药业有限公司,线路12,1,1,1,汽运,汽运,26,JHQ12,集货区12,12,,,厦门物流中心,,118.026395,24.470775
237439,1,12,2239176,,,厦门市海沧区沧元路9号店面,,厦门市海沧区沧元路9号店面,线路12,1,1,1,汽运,汽运,26,JHQ12,集货区12,12,,,厦门物流中心,,118.033361,24.492974
237526,1,12,2239183,,,中国（福建）自由贸易试验区厦门片区海沧嵩屿北一里47号,,中国（福建）自由贸易试验区厦门片区海沧嵩屿北一里47号,线路12,1,1,1,汽运,汽运,26,JHQ12,集货区12,12,,,厦门物流中心,,118.034416,24.460046
237321,1,12,2239186,,,厦门市海沧区第一农场孚中央村1-4号,,厦门市海沧区第一农场孚中央村1-4号,线路12,1,1,1,汽运,汽运,26,JHQ12,集货区12,12,,,厦门物流中心,,117.963356,24.530881
243179,1,12,2242317,,,厦门海沧建港路702号,,（燕来福）厦门华夏国际电力发展有限公司,线路12,1,1,1,汽运,汽运,26,JHQ12,集货区12,12,,,厦门物流中心,,118.027242,24.445864
243144,1,12,2242319,,,厦门市海沧区沧林二路513,,(燕来福)厦门海沧柳光中医科诊所 ,线路12,1,1,1,汽运,汽运,26,JHQ12,集货区12,12,,,厦门物流中心,,118.033525,24.490799
243295,1,12,2242320,,,厦门市集美区灌南工业区安仁大道1599号,,（燕来福）厦门市海沧区益康泰燕窝行,线路12,1,1,1,汽运,汽运,26,JHQ12,集货区12,12,,,厦门物流中心,,118.007546,24.598598
243766,1,12,2242324,,,厦门市海沧区新阳工业区新景路99号,,（燕来福）厦门五福印务有限公司,线路12,1,1,1,汽运,汽运,26,JHQ12,集货区12,12,,,厦门物流中心,,117.993716,24.523461
243780,1,12,2242325,,,厦门市海沧区新美路36号,,（燕来福）厦门星鲨动物保健品厂,线路12,1,1,1,汽运,汽运,26,JHQ12,集货区12,12,,,厦门物流中心,,118.002754,24.522331
243143,1,12,2242341,,,海沧区嵩屿南一里232号,,（燕来福）厦门海沧海旅慈济保生堂中医门诊部,线路12,1,1,1,汽运,汽运,26,JHQ12,集货区12,12,,,厦门物流中心,,118.035997,24.453944
243145,1,12,2242342,,,厦门市海沧区沧林东一里580号,,（燕来福）厦门海沧南岸门诊部,线路12,1,1,1,汽运,汽运,26,JHQ12,集货区12,12,,,厦门物流中心,,118.053772,24.490782
243807,1,12,2242356,,,厦门市海沧区建港路29号海沧国际物流大厦1-01室,,（燕来福）厦门中集海投集装箱服务有限公司 ,线路12,1,1,1,汽运,汽运,26,JHQ12,集货区12,12,,,厦门物流中心,,118.006581,24.458454
237433,1,12,2239195,,,厦门市海沧区滨湖东路538、540号,,厦门市海沧区滨湖东路538、540号,线路12,1,1,1,汽运,汽运,26,JHQ12,集货区12,12,,,厦门物流中心,,118.046052,24.488018
237523,1,12,2239216,,,福建省厦门市海沧区新景西里377号105室,,福建省厦门市海沧区新景西里377号105室,线路12,1,1,1,汽运,汽运,26,JHQ12,集货区12,12,,,厦门物流中心,,117.990935,24.529021
237385,1,12,2239222,,,厦门市海沧区祥露社区西片61-1-101号,,厦门市海沧区祥露社区西片61-1-101号,线路12,1,1,1,汽运,汽运,26,JHQ12,集货区12,12,,,厦门物流中心,,117.981295,24.528695
237414,1,12,2239230,,,厦门市海沧区钟林南路83号之一,,厦门市海沧区钟林南路83号之一,线路12,1,1,1,汽运,汽运,26,JHQ12,集货区12,12,,,厦门物流中心,,118.029267,24.485737
237403,1,12,2239232,,,厦门市海沧区新阳街道祥露社区西片66-102号,,厦门市海沧区新阳街道祥露社区西片66-102号,线路12,1,1,1,汽运,汽运,26,JHQ12,集货区12,12,,,厦门物流中心,,117.981446,24.529027
237367,1,12,2239234,,,厦门市海沧区新垵村北片276号,,厦门市海沧区新垵村北片276号,线路12,1,1,1,汽运,汽运,26,JHQ12,集货区12,12,,,厦门物流中心,,117.999013,24.524887
237383,1,12,2239236,,,厦门市海沧区新光路270号,,厦门市海沧区新光路270号,线路12,1,1,1,汽运,汽运,26,JHQ12,集货区12,12,,,厦门物流中心,,118.010894,24.523373
237382,1,12,2239243,,,厦门市海沧区兴港路2356号之一101,,厦门市海沧区兴港路2356号之一101,线路12,1,1,1,汽运,汽运,26,JHQ12,集货区12,12,,,厦门物流中心,,118.02671,24.487919
237531,1,12,2239246,,,中国（福建）自由贸易试验区厦门片区嵩屿路43号,,中国（福建）自由贸易试验区厦门片区嵩屿路43号,线路12,1,1,1,汽运,汽运,26,JHQ12,集货区12,12,,,厦门物流中心,,118.038171,24.452921
243075,1,12,2241946,,,厦门市海沧区新阳街道霞飞路123号,,（燕来福）厦门长庚医院有限公司,线路12,1,1,1,汽运,汽运,26,JHQ12,集货区12,12,,,厦门物流中心,,118.010242,24.534007
237410,1,12,2239443,,,厦门市海沧区霞阳社区中路22-101号,,厦门市海沧区霞阳社区中路22-101号,线路12,1,1,1,汽运,汽运,26,JHQ12,集货区12,12,,,厦门物流中心,,118.019385,24.532953
237412,1,12,2239447,,,厦门市海沧区钟林南路103号,,厦门市海沧区钟林南路103号,线路12,1,1,1,汽运,汽运,26,JHQ12,集货区12,12,,,厦门物流中心,,118.028748,24.48616
237408,1,12,2239453,,,厦门市海沧区霞阳社区西路3-1-102号,,厦门市海沧区霞阳社区西路3-1-102号,线路12,1,1,1,汽运,汽运,26,JHQ12,集货区12,12,,,厦门物流中心,,118.017448,24.532063
237553,1,12,2238825,,,中国（福建）自由贸易试验区厦门片区滨湖一里208号111单元,,中国（福建）自由贸易试验区厦门片区滨湖一里208号111单元,线路12,1,1,1,汽运,汽运,26,JHQ12,集货区12,12,,,厦门物流中心,,118.031717,24.47676
237530,1,12,2238849,,,中国（福建）自由贸易试验区厦门片区嵩屿北三里92号107室,,中国（福建）自由贸易试验区厦门片区嵩屿北三里92号107室,线路12,1,1,1,汽运,汽运,26,JHQ12,集货区12,12,,,厦门物流中心,,118.034946,24.463467
243120,1,12,2242368,,,厦门市海沧区建港路岭上购物商场D座2号店面,,（燕来福）厦门福榕堂药业有限公司,线路12,1,1,1,汽运,汽运,26,JHQ12,集货区12,12,,,厦门物流中心,,118.036954,24.450968
243243,1,12,2242375,,,厦门市海沧区海沧街道沧林二路258号、260号,,（燕来福）厦门闽篮药房有限公司,线路12,1,1,1,汽运,汽运,26,JHQ12,集货区12,12,,,厦门物流中心,,118.032381,24.48947
243195,1,12,2242377,,,厦门市海沧区新阳街道孚莲一里113-114店面,,厦门乐善堂药业有限公司,线路12,1,1,1,汽运,汽运,26,JHQ12,集货区12,12,,,厦门物流中心,,117.963452,24.528236
243146,1,12,2242384,,,厦门市海沧区石塘村北片12号之一,,厦门海沧清华门诊部,线路12,1,1,1,汽运,汽运,26,JHQ12,集货区12,12,,,厦门物流中心,,118.040331,24.499118
243033,1,12,2242397,,,厦门市海沧区翁角西路2056号厦门生物医药产业园4号楼第4层02单元,,（燕来福）-壹鼎众康(厦门)生物科技股份有限公司,线路12,1,1,1,汽运,汽运,26,JHQ12,集货区12,12,,,厦门物流中心,,117.958358,24.522141
243147,1,12,2242416,,,厦门市海沧区建港路702号行政楼7楼,,（燕来福）厦门海沧热能投资有限公司,线路12,1,1,1,汽运,汽运,26,JHQ12,集货区12,12,,,厦门物流中心,,118.027242,24.445864
237407,1,12,2239269,,,厦门市海沧区霞阳社区西路181-2-103号,,厦门市海沧区霞阳社区西路181-2-103号,线路12,1,1,1,汽运,汽运,26,JHQ12,集货区12,12,,,厦门物流中心,,118.014602,24.5345
237398,1,12,2239270,,,厦门市海沧区新阳街道新垵西片158-1-102号,,厦门市海沧区新阳街道新垵西片158-1-102号,线路12,1,1,1,汽运,汽运,26,JHQ12,集货区12,12,,,厦门物流中心,,117.997564,24.526426
237350,1,12,2239289,,,厦门市海沧区滨湖北二路60-138号,,厦门市海沧区滨湖北二路60-138号,线路12,1,1,1,汽运,汽运,26,JHQ12,集货区12,12,,,厦门物流中心,,118.031803,24.48027
237393,1,12,2239290,,,厦门市海沧区新阳街道新垵村东社488-101号,,厦门市海沧区新阳街道新垵村东社488-101号,线路12,1,1,1,汽运,汽运,26,JHQ12,集货区12,12,,,厦门物流中心,,118.003823,24.523973
243148,1,12,2241967,,,海沧区翁角路303-305号,,（燕来福）厦门海沧新阳医院,线路12,1,1,1,汽运,汽运,26,JHQ12,集货区12,12,,,厦门物流中心,,117.997233,24.520716
243985,1,12,2242432,,,厦门市海沧区沧林三路521号,,（燕来福）老百姓(厦门)医药有限公司,线路12,1,1,1,汽运,汽运,26,JHQ12,集货区12,12,,,厦门物流中心,,118.036907,24.489334
243363,1,12,2242023,,,厦门市海沧区2林南路103号,,（燕来福）厦门市健康八五医药有限公司新阳店,线路12,1,1,1,汽运,汽运,26,JHQ12,集货区12,12,,,厦门物流中心,,118.032818,24.484503
243176,1,12,2242068,,,中国(福建)自由贸易试验区厦门片区海沧社区昌海路1-105号,,（燕来福）厦门汇美医药有限公司,线路12,1,1,1,汽运,汽运,26,JHQ12,集货区12,12,,,厦门物流中心,,117.982908,24.460869
237486,1,12,2238523,,,海沧区钟山村196号,,海沧区钟山村196号,线路12,1,1,1,汽运,汽运,26,JHQ12,集货区12,12,,,厦门物流中心,,118.027729,24.489524
237390,1,12,2238524,,,厦门市海沧区新阳街道新垵村东社171-102号,,厦门市海沧区新阳街道新垵村东社171-102号,线路12,1,1,1,汽运,汽运,26,JHQ12,集货区12,12,,,厦门物流中心,,118.003823,24.523973
237351,1,12,2238525,,,厦门市海沧区石塘村北片103-101号,,厦门市海沧区石塘村北片103-101号,线路12,1,1,1,汽运,汽运,26,JHQ12,集货区12,12,,,厦门物流中心,,118.049623,24.490394
237376,1,12,2238526,,,厦门市海沧区新垵村西片27号,,厦门市海沧区新垵村西片27号,线路12,1,1,1,汽运,汽运,26,JHQ12,集货区12,12,,,厦门物流中心,,117.997407,24.526128
237431,1,12,2238527,,,厦门市海沧区滨湖东路234号,,厦门市海沧区滨湖东路234号,线路12,1,1,1,汽运,汽运,26,JHQ12,集货区12,12,,,厦门物流中心,,118.04712,24.48713
237323,1,12,2238528,,,厦门市海沧区海沧霞光东路36号,,厦门市海沧区海沧霞光东路36号,线路12,1,1,1,汽运,汽运,26,JHQ12,集货区12,12,,,厦门物流中心,,118.028125,24.528813
237366,1,12,2238529,,,厦门市海沧区新垵村17组北片8号,,厦门市海沧区新垵村17组北片8号,线路12,1,1,1,汽运,汽运,26,JHQ12,集货区12,12,,,厦门物流中心,,117.99907,24.525605
237363,1,12,2238530,,,厦门市海沧区嵩屿南路85号,,厦门市海沧区嵩屿南路85号,线路12,1,1,1,汽运,汽运,26,JHQ12,集货区12,12,,,厦门物流中心,,118.036619,24.452832
237386,1,12,2238531,,,厦门市海沧区霞阳村东路40号,,厦门市海沧区霞阳村东路40号,线路12,1,1,1,汽运,汽运,26,JHQ12,集货区12,12,,,厦门物流中心,,118.021342,24.532197
237330,1,12,2238532,,,厦门市海沧区青礁村大路社90-5号102室,,厦门市海沧区青礁村大路社90-5号102室,线路12,1,1,1,汽运,汽运,26,JHQ12,集货区12,12,,,厦门物流中心,,117.966222,24.47405
237387,1,12,2238533,,,厦门市海沧区霞阳村东路450-102号,,厦门市海沧区霞阳村东路450-102号,线路12,1,1,1,汽运,汽运,26,JHQ12,集货区12,12,,,厦门物流中心,,118.022854,24.533163
237485,1,12,2238534,,,厦门市海沧区海富里305号,,厦门市海沧区海富里305号,线路12,1,1,1,汽运,汽运,26,JHQ12,集货区12,12,,,厦门物流中心,,118.031594,24.490189
237368,1,12,2238535,,,厦门市海沧区新垵村北片706号,,厦门市海沧区新垵村北片706号,线路12,1,1,1,汽运,汽运,26,JHQ12,集货区12,12,,,厦门物流中心,,118.003222,24.523782
