,ROUTEID,TRANSID,INCEPTADDR,SENDPOS,location,Index
4021,12.0,53275.0,厦门市海沧区海沧街道渐美里38号,厦门明达康医疗器械有限公司,"118.022392,24.476034",1445
4022,12.0,53316.0,中国（福建）自由贸易试验区厦门片区海沧保税地区海景路268号401室N单元,燕来福,"118.016305,24.469849",1446
4023,12.0,52112.0,中国(福建)自由贸易试验区厦门片区嵩屿北五里19号阿罗海购物中心A110\A111,公司仓库,"118.033284,24.459994",1447
4122,12.0,700931.0,厦门市海沧区海沧社区卫生服务站,海峡两岸（海沧卫生服务站）,,1448
4323,12.0,2241576.0,厦门市海沧区海沧社区卫生服务站,（燕来福）海沧卫生服务站,,1448
4050,12.0,41715.0,厦门市海沧区海沧社区卫生服务站,海沧卫生服务站,,1448
4024,12.0,52177.0,厦门市海沧区海沧社区卫生服务站,燕来福（海沧卫生服务站）,"117.983786,24.461062",1448
4061,12.0,58656.0,厦门市海沧区海沧社区卫生服务站,海峡两岸（海沧卫生服务站）,,1448
4118,12.0,700927.0,厦门市海沧区海沧社区卫生服务站,燕来福（海沧卫生服务站）,,1448
4025,12.0,52181.0,厦门市海沧区未来海岸嵩屿北一里47号店里,（燕来福）厦门市海沧区安善堂药店,"118.034821,24.460483",1449
4026,12.0,51031.0,厦门市海沧区建港路29号海沧国际物流大厦1-01室,（燕来福）厦门市中集海投集箱服务有限公司,"118.006581,24.458454",1450
4027,12.0,51032.0,厦门市海沧区街道建港路29号海沧国际物流大厦1-03室,（燕来福）厦门海东辰集装箱服务有限公司,,1450
4375,12.0,2242356.0,厦门市海沧区建港路29号海沧国际物流大厦1-01室,（燕来福）厦门中集海投集装箱服务有限公司 ,,1450
4028,12.0,43494.0,厦门市海沧区沧林二路513,厦门海沧柳光中医科诊所,"118.033525,24.490799",1451
4369,12.0,2242319.0,厦门市海沧区沧林二路513,(燕来福)厦门海沧柳光中医科诊所 ,,1451
4051,12.0,55907.0,厦门市海沧区沧林二路513,(燕来福)厦门市海沧柳光中医诊所,,1451
4056,12.0,60027.0,厦门市海沧区沧林二路513,海峡两岸,,1451
4087,12.0,389096.0,厦门市海沧区沧林二路513号,厦门海沧柳光中医科诊所(股份厦门）,,1451
4437,12.0,2406747.0,福建省厦门市思明区福建省厦门市海沧区新美路36号7号楼第一层,福建省厦门市思明区福建省厦门市海沧区新美路36号7号楼第一层,,1452
4372,12.0,2242325.0,厦门市海沧区新美路36号,（燕来福）厦门星鲨动物保健品厂,,1452
4029,12.0,49470.0,厦门市海沧区新美路36号,燕来福,"118.002754,24.522331",1452
4033,12.0,56259.0,海沧区海沧街道沧林路278-284号之4004,海沧天虹,"118.035534,24.491616",1453
4042,12.0,42853.0,海沧区海沧街道沧林路278-284号之4004,海沧天虹,,1453
4037,12.0,48550.0,厦门市海沧区石塘村南片19-1号附近,（燕来福）厦门卡好康药房有限公司,"118.042243,24.496683",1454
4040,12.0,56683.0,厦门市海沧区新阳工业区新景路99号,燕来福,"117.993716,24.523461",1455
4371,12.0,2242324.0,厦门市海沧区新阳工业区新景路99号,（燕来福）厦门五福印务有限公司,,1455
4328,12.0,2242144.0,厦门市海沧区新景路99号,厦门鑫恒晟印务有限公司,,1455
4043,12.0,34914.0,厦门市海沧区新阳街道新垵村东社199号,厦门鸿仁堂医药有限公司(股份厦门）,"118.003823,24.523973",1456
4447,12.0,2860334.0,厦门市海沧区新阳街道新垵村东社171-102号,厦门海沧张松活内科诊所,,1456
4359,12.0,2238764.0,厦门市海沧区新阳街道新垵村东社171-102号,厦门市海沧区新阳街道新垵村东社171-102号,,1456
4406,12.0,2238524.0,厦门市海沧区新阳街道新垵村东社171-102号,厦门市海沧区新阳街道新垵村东社171-102号,,1456
4306,12.0,2238863.0,厦门市海沧区新阳街道新垵村东社199-101号,厦门市海沧区新阳街道新垵村东社199-101号,,1456
4400,12.0,2239290.0,厦门市海沧区新阳街道新垵村东社488-101号,厦门市海沧区新阳街道新垵村东社488-101号,,1456
4082,12.0,316775.0,厦门市海沧区新阳街道新垵村东社171号,厦门海沧陈扬林内科诊所（股份厦门）,,1456
4357,12.0,2239480.0,厦门市海沧区马青路95号之2,厦门市海沧区马青路95号之2,,1457
4239,12.0,2237052.0,厦门市海沧区马青路95号之2,厦门片仔癀宏仁医药有限公司,,1457
4047,12.0,37351.0,厦门市海沧区马青路95号之2,厦门片仔癀宏仁医药有限公司(股份厦门）,"117.969969,24.482129",1457
4048,12.0,62633.0,厦门市海沧区海兴路99号之5,海兴店,"118.032085,24.49378",1458
9661,21.0,547844.0,厦门市海沧区海兴路99号之5,海兴店,,1458
4052,12.0,55908.0,厦门市海沧区青礁村大路170号之26,燕来福,"117.967537,24.478104",1459
4053,12.0,55930.0,厦门市海沧区海沧大道1251、1253号,（燕来福）厦门海沧陈培芬中医科诊所,"118.051437,24.486587",1460
4120,12.0,700929.0,海沧未来海岸水云湾小区5号楼（居委会旁）,东屿村卫生所,,1461
4336,12.0,2241584.0,海沧未来海岸水云湾小区5号楼（居委会旁）,（燕来福）东屿村卫生所,,1461
4095,12.0,396547.0,海沧未来海岸水云湾小区5号楼（居委会旁）,东屿村卫生所,,1461
4054,12.0,36154.0,海沧未来海岸水云湾小区5号楼（居委会旁）,东屿村卫生所,"118.033767,24.4621",1461
4068,12.0,42094.0,厦门市海沧区沧虹路99号,厦门市爱民康大药房有限公司（股份厦门）,"118.03307,24.49481",1462
4310,12.0,2238913.0,厦门市海沧区沧虹路99号,厦门市海沧区沧虹路99号,,1462
4466,12.0,3151029.0,厦门市海沧区沧虹路99号,（燕来福）厦门市爱民康大药房有限公司,,1462
4143,12.0,780880.0,厦门市海沧区滨湖东路538、540号,众生堂(厦门)药业有限公司（股份厦门）,,1463
4071,12.0,128157.0,厦门市海沧区滨湖东路538-540号,厦门市海沧区众生堂药局（股份厦门）,"118.046052,24.488018",1463
4376,12.0,2239195.0,厦门市海沧区滨湖东路538、540号,厦门市海沧区滨湖东路538、540号,,1463
4245,12.0,2244710.0,厦门市海沧区滨湖东路538、540号,众生堂(厦门)药业有限公司,,1463
4411,12.0,2238529.0,厦门市海沧区新垵村17组北片8号,厦门市海沧区新垵村17组北片8号,,1464
4072,12.0,128121.0,厦门市海沧区新垵村17组北片8号,厦门海沧李继红内科诊所（股份厦门）,"117.99907,24.525605",1464
4073,12.0,128122.0,厦门市海沧区新垵西片316号,厦门海沧汤建全内科诊所（股份厦门）,"117.998236,24.525959",1465
4075,12.0,199064.0,厦门市海沧区新阳街道新垵村东片189号,厦门海沧康桥门诊部,"118.000388,24.520233",1466
4077,12.0,281059.0,厦门市海沧区嵩屿北一里79号,厦门市海沧区海惠大药房（股份厦门）,"118.034277,24.460266",1467
4083,12.0,393496.0,厦门市海沧区沧林路209号,厦门海沧简雪芹外科诊所(股份厦门）,"118.03712,24.492245",1468
4198,12.0,2205611.0,厦门市海沧区霞光东里152号,霞光东里二分店,,1469
4479,12.0,3064603.0,厦门市海沧区霞光东里503号、504号、505号、506号,厦门海沧佩泰综合门诊部有限公司,,1469
4084,12.0,395867.0,厦门市海沧区霞光东里31、32号,厦门平健堂大药房有限公司(股份厦门）,"118.029549,24.530105",1469
4213,12.0,2229653.0,厦门市海沧区新阳街道霞光东里325号,万科药房,,1469
4157,12.0,1140414.0,厦门市海沧区霞光东里38-39号,厦门普聚堂医药有限公司（股份厦门）,,1469
4096,12.0,887685.0,厦门市海沧区石塘一里5号,厦门市兴海药业有限公司（股份厦门）,"118.045733,24.494674",1470
4442,12.0,2291286.0,厦门市海沧区石塘一里5号,厦门建财医药有限公司,,1470
4435,12.0,2302703.0,厦门市海沧区石塘一里5号,厦门市海沧区石塘一里5号,,1470
4443,12.0,2296380.0,厦门市海沧区石塘一里5号,（燕来福）厦门建财医药有限公司,,1470
4097,12.0,938222.0,厦门市海沧区新阳街道新垵村西片409号,厦门海沧张艺娟中西医结合诊所（股份厦门）,"117.996167,24.530241",1471
4098,12.0,712150.0,海沧街道锦里村南片21号之一,锦里村卫生所,"117.990373,24.462742",1472
4099,12.0,401659.0,厦门市海沧区新阳街道祥露社区居委会东片58号,海沧区新阳街道祥露村卫生所（股份厦门）,"117.984091,24.531588",1473
4100,12.0,989575.0,厦门市海沧区钟林路8号海投大厦106-1,厦门鹭燕大药房有限公司钟林分店,"118.03,24.487772",1474
4101,12.0,953811.0,中国（福建）自由贸易试验区厦门片区滨湖一里201号209单元,厦门海沧河马医生口腔门诊部（股份厦门）,"118.031735,24.476867",1475
4102,12.0,1048584.0,厦门市海沧区祥露西片149号,厦门市海沧区百鑫鍀药店(股份厦门),"117.982015,24.52872",1476
4177,12.0,1248391.0,厦门市海沧区海达南路99号,厦门敬善养老院医务室,,1477
4103,12.0,1048625.0,厦门市海沧区海达南路99号215室,厦门敬善养老院医务室（股份厦门）,"118.037528,24.490308",1477
4104,12.0,832207.0,厦门市海沧区海沧农场田厝堀78号二楼,柏恩科技公司,"117.998307,24.492827",1478
4136,12.0,701149.0,厦门市海沧区新阳工业区霞飞路123号主楼医技楼地下一层病人生活辅助区B1-09、B1-15,公司仓库,"118.010802,24.533992",1479
4138,12.0,487621.0,海沧区坪山南里88号,桥南社区卫生服务中心站点,"118.055063,24.493879",1480
4151,12.0,449950.0,海沧区坪山南里88号,桥南服务站,,1480
4346,12.0,2241595.0,海沧区坪山南里88号,（燕来福）桥南社区卫生服务中心,,1480
4139,12.0,640252.0,厦门市海沧区沧林东路70号,厦门海沧施国忠美容皮肤科诊所（股份厦门）,"118.051639,24.488739",1481
4141,12.0,715502.0,厦门市海沧区海裕路  13楼骨科,13楼  骨科,"118.039873,24.488715",1482
4212,12.0,2228544.0,厦门市海沧区新阳街道山边洪东路23号一至四层,厦门同春医药股份有限公司,,1483
4460,12.0,3382900.0,福建省厦门市海沧区新阳街道山边洪东路23号,福建省厦门市海沧区新阳街道山边洪东路23号,,1483
4297,12.0,2239496.0,厦门市海沧区山边洪东路23号一至三层,厦门市海沧区山边洪东路23号一至三层,,1483
4144,12.0,833874.0,厦门市海沧区山边洪东路23号一至四层,厦门同春医药股份有限公司（股份厦门）,"117.951427,24.525334",1483
4463,12.0,3382896.0,福建省厦门市海沧区湖头路16号一层,福建省厦门市海沧区湖头路16号一层,,1484
4145,12.0,398523.0,厦门市海沧区湖头路12号：12-2（2#仓库）、12-3（3#仓库第1、2、3、4、5层）,厦门汉丰医药有限公司（股份厦门）,"117.952498,24.526538",1484
4146,12.0,745576.0,厦门市海沧区海沧万科城11#8号店面,厦门海沧贾宏颖内科诊所（股份厦门）,"118.03053,24.530747",1485
4149,12.0,507388.0,厦门市海沧区沧林路67号,厦门海沧铂菲特口腔门诊部（股份厦门）,"118.034417,24.491966",1486
4150,12.0,560690.0,厦门市海沧区沧林二路377号,厦门海沧郭景隆口腔科诊所,"118.032236,24.489927",1487
4152,12.0,1011104.0,厦门市海沧区海沧大道831号2301室,厦门海沧杜丽真美容外科诊所（股份厦门）,"118.045207,24.481209",1488
4153,12.0,1048577.0,厦门市海沧区翁角路303号,厦门市海沧区翁角路303号（股份厦门）,"117.997678,24.521646",1489
4154,12.0,1060239.0,厦门市海沧区霞光东里43号,厦门海沧饶凤姣口腔门诊部,"118.029583,24.5305",1490
4159,12.0,1048590.0,厦门市海沧区新阳街道祥露社区西片149号,厦门海沧王蕊中医科诊所（股份厦门）,"117.982097,24.528628",1491
4298,12.0,2238540.0,厦门市海沧区新阳街道祥露社区西片149号,厦门市海沧区新阳街道祥露社区西片149号,,1491
4160,12.0,1155649.0,厦门市海沧区兴港路71、73、75号,厦门海沧周全口腔门诊部（股份厦门）,"118.03343,24.453163",1492
4186,12.0,1432119.0,厦门市海沧区沧林东三路342号之1,厦门海沧李卓琳口腔科诊所,,1493
4161,12.0,1155686.0,厦门市海沧区沧林东三路342号之1,厦门海沧李卓琳口腔科诊所（股份厦门）,"118.05193,24.490844",1493
4163,12.0,1197864.0,厦门市海沧区翁角路652号,厦门海沧张骏发口腔科诊所(股份厦门）,"118.011204,24.524253",1494
4164,12.0,1203841.0,厦门市海沧区霞阳西路25-10号,厦门海沧廖桂林妇科诊所（股份厦门）,"118.017523,24.531948",1495
4165,12.0,1203856.0,厦门市海沧区霞阳社区中路258-1-110号,厦门海沧冠齿口腔门诊部（股份厦门）,"118.021173,24.531499",1496
4415,12.0,2238533.0,厦门市海沧区霞阳村东路450-102号,厦门市海沧区霞阳村东路450-102号,,1497
4166,12.0,1203857.0,厦门市海沧区霞阳村东路450号,厦门海沧娄雪峰内科诊所（股份厦门）,"118.022854,24.533163",1497
4290,12.0,2239044.0,厦门市海沧区海裕路369号,厦门市海沧区海裕路369号,,1498
4167,12.0,1140408.0,厦门市海沧区海裕路369号,厦门市康良堂医药有限责任公司（股份厦门）,"118.039087,24.495533",1498
4191,12.0,1238913.0,厦门市海沧区新阳工业区后祥路288号 ,萨科(厦门)医疗科技有限公司,,1499
4168,12.0,1223750.0,厦门市海沧区新阳工业区后祥路288号,施爱德(厦门)医疗器材有限公司,"117.973237,24.526639",1499
4169,12.0,1101285.0,厦门市海沧区石塘村北片406-1号,厦门海沧沈国金口腔科诊所（股份厦门）,"118.045025,24.496461",1500
4170,12.0,1205499.0,厦门市海沧区兴港路611-613号,厦门海沧陈家和口腔科诊所（股份厦门）,"118.030049,24.465063",1501
4293,12.0,2243932.0,中国（福建）自由贸易试验区厦门片区滨湖一里208-116号,厦门海沧齐安正元口腔门诊部有限公司,,1502
4171,12.0,1205508.0,厦门市海沧区滨湖一里119号,厦门海沧牙博乐口腔门诊部（股份厦门）,"118.029193,24.482614",1502
4172,12.0,1102611.0,厦门市海沧区钟林南路103号,厦门市健康八五医药有限公司新阳店,"118.028748,24.48616",1503
4288,12.0,2239032.0,厦门市海沧区钟林南路103号,厦门市海沧区钟林南路103号,,1503
4387,12.0,2239447.0,厦门市海沧区钟林南路103号,厦门市海沧区钟林南路103号,,1503
4353,12.0,2238739.0,厦门市海沧区兴港路1863、1865号,厦门市海沧区兴港路1863、1865号,,1504
4173,12.0,1432049.0,厦门市海沧区兴港路1863、1865号,厦门海沧宋慧内科诊所（股份厦门）,"118.02837,24.475428",1504
4174,12.0,1432008.0,中国（福建）自由贸易试验区厦门片区嵩屿北二里340-112单元,厦门海沧沈林旺内科诊所（股份厦门）,"118.037333,24.46074",1505
4244,12.0,2241194.0,厦门市海沧区钟林路12号213—219室,厦门嚼力口腔管理有限公司钟林口腔门诊部,,1506
4175,12.0,1597335.0,厦门市海沧区钟林路12号二楼204、205、206、207、210、211、212室,厦门海沧星慧整形外科门诊部有限公司钟林门诊部,"118.028973,24.486828",1506
4176,12.0,1449040.0,厦门市海沧区东孚街道山边村山边社42号,海沧区东孚街道山边村卫生所,"117.923225,24.552328",1507
8619,11.0,2238494.0,厦门市海沧区东孚街道山边村山边社42号,厦门市海沧区东孚街道山边村山边社42号,,1507
4358,12.0,2238497.0,厦门市海沧区嵩屿街道鳌冠社区综合楼,厦门市海沧区嵩屿街道鳌冠社区综合楼,,1508
4179,12.0,1407320.0,厦门市海沧区嵩屿街道鳌冠社区综合楼,海沧区嵩屿街道吴冠村卫生所（股份厦门）,"118.007312,24.489909",1508
4180,12.0,1502255.0,厦门市海沧区海兴路1号之19,厦门海沧林鹤舟口腔科诊所,"118.03287,24.49254",1509
4181,12.0,1408941.0,厦门市海沧区霞阳南路146号,厦门嚼力口腔管理有限公司霞阳口腔门诊部（股份厦门）,"118.018639,24.531456",1510
4182,12.0,1289793.0,厦门市海沧区海裕路19号,厦门海沧齿诺口腔门诊部（股份厦门）,"118.039859,24.488866",1511
4183,12.0,1450577.0,厦门市海沧区祥露社区西片82-101号,厦门海沧孟秀芹妇科诊所,"117.983102,24.52892",1512
4209,12.0,1846274.0,厦门市海沧区新阳街道阳明路39号一层A区,厦门贝朗德口腔门诊部有限公司新阳门诊部,,1513
4184,12.0,1581503.0,厦门市海沧区新阳街道阳明路39号一层A区,厦门贝朗德口腔门诊部,"118.006802,24.519907",1513
8319,11.0,701062.0,厦门市第一农场湖头村老人活动中心楼西侧,第一农场卫生服务站,,1514
8378,11.0,1688263.0,厦门市第一农场湖头村老人活动中心一楼西侧,第一农场村卫生所,,1514
4185,12.0,1576190.0,厦门市第一农场湖头村老人活动中心楼西侧,第一农场卫生服务站,"117.942859,24.528548",1514
8261,11.0,389536.0,厦门市第一农场湖头村老人活动中心一楼西侧,第一农场卫生服务站,,1514
8181,11.0,38673.0,厦门市第一农场湖头村老人活动中心楼西侧,第一农场卫生服务站,,1514
4188,12.0,1443360.0,中国（福建）自由贸易试验区厦门片区海沧新大街13号105、106,厦门润森药业有限公司,"117.984,24.462271",1515
4309,12.0,2238907.0,中国(福建）自由贸易试验区厦门片区海沧新大街13号105、106,中国(福建）自由贸易试验区厦门片区海沧新大街13号105、106,,1515
4189,12.0,1523450.0,厦门市海沧区沧林路664、666号,厦门鹭燕大药房有限公司沧林路分店,"118.034896,24.492155",1516
4190,12.0,1235365.0,厦门市海沧区石塘村棣头新村87-101号,厦门海沧叶传华内科诊所(股份厦门）,"118.039582,24.496246",1517
4193,12.0,1869627.0,中国（福建）自由贸易试验区厦门片区兴港六里8-106、107,兴港分店,"118.028783,24.472136",1518
4194,12.0,1861439.0,厦门市海沧区兴港路2356号之一101,厦门顺民堂医药有限公司,"118.02671,24.487919",1519
4330,12.0,2242168.0,厦门市海沧区兴港路2356号之一101,厦门顺民堂医药有限公司,,1519
4383,12.0,2239243.0,厦门市海沧区兴港路2356号之一101,厦门市海沧区兴港路2356号之一101,,1519
4269,12.0,2238799.0,中国（福建）自由贸易试验区厦门片区南海三路1042号,中国（福建）自由贸易试验区厦门片区南海三路1042号,,1520
4195,12.0,1781057.0,中国（福建）自由贸易试验区厦门片区南海三路1042号,厦门市济众堂大药房有限公司,"118.026214,24.47649",1520
4196,12.0,2072919.0,厦门市海沧区新盛路19号三楼,厦门海沧吴德敏口腔科诊所,"117.998796,24.519369",1521
4436,12.0,2337859.0,厦门市海沧区霞光东里323号107室、108室,霞光东里分店,,1522
4197,12.0,1882830.0,厦门市海沧区霞光东里323号107室、108室,霞光东里分店,"118.029409,24.530985",1522
4199,12.0,1975305.0,海沧出入境边防检查站，海沧大道17号,海沧出入境边防检查站,"118.041289,24.454056",1523
4200,12.0,1783059.0,中国（福建）自由贸易试验区厦门片区（保税港区）海景中路29号202、203单元 ,厦门欣弘裕医疗设备融资租赁有限公司,"118.028772,24.468272",1524
4201,12.0,2206826.0,厦门市海沧区新阳北路1668-1号104室,新阳北路分店,"118.009967,24.529596",1525
9682,21.0,2216008.0,厦门市海沧区新阳北路1668-1号104室,新阳北店,,1525
4299,12.0,2238437.0,海沧区海沧街道青礁村大路60号,海沧区海沧街道青礁村大路60号,,1526
4202,12.0,2163988.0,厦门市海沧区海沧街道青礁村大路60号,海沧区海沧街道青礁村卫生所,"117.964898,24.473956",1526
4203,12.0,1952265.0,福建省海沧区人民政府海沧街道新大街29号,海沧人民政府办事处,"117.983534,24.461414",1527
4423,12.0,2238542.0,厦门市海沧区新垵村西片405-10-102,厦门市海沧区新垵村西片405-10-102,,1528
4204,12.0,2215965.0,厦门市海沧区新垵村西片405-11-103,厦门嚼力口腔管理有限公司新垵口腔门诊部,"117.996014,24.529206",1528
9404,6.0,2239259.0,中国（福建）自由贸易试验区厦门片区高崎社3042-101号,中国（福建）自由贸易试验区厦门片区高崎社3042-101号,,1529
4364,12.0,2242263.0,中国(福建)自由贸易试验区厦门片区海景南路67号2号楼501室, （燕来福）福建百晟药业有限公司,,1529
4205,12.0,2008087.0,中国(福建)自由试验区厦门片区昌海路105号,厦门汇美医药有限公司,"118.026395,24.470775",1529
4425,12.0,2244218.0,中国（福建）自由贸易试验区厦门片区兴港路675、677、679、681、683号,厦门宝金惠民门诊部有限公司海沧门诊部,,1529
4214,12.0,2230055.0,中国（福建）自由贸易试验区厦门片区南海三路1188号城建大厦第17楼1711单元,厦门永佳安医药科技有限公司,,1529
9487,6.0,2239235.0,中国(福建）自由贸易试验区厦门片区高崎社3524-101店面,中国(福建）自由贸易试验区厦门片区高崎社3524-101店面,,1529
4271,12.0,2238848.0,中国（福建）自由贸易试验区厦门片区贞庵村岭上社437-102号,中国（福建）自由贸易试验区厦门片区贞庵村岭上社437-102号,,1529
4206,12.0,1770108.0,厦门市海沧区沧虹路271号之二,厦门得心药房有限公司沧虹店,"118.035916,24.496908",1530
4329,12.0,2242154.0,厦门市海沧区沧虹路271号之二,179964	厦门得心药房有限公司沧虹店,,1530
4208,12.0,1776059.0,厦门市海沧区石塘一里1号之3,厦门国金口腔有限公司石塘门诊部,"118.045615,24.494929",1531
4211,12.0,2071110.0,厦门市海沧区新阳街道新安村东片189 -101号,厦门康禄德门诊部有限公司新垵门诊部,"118.000596,24.520382",1532
4215,12.0,2228138.0,厦门市海沧区霞阳社区中路173-102号,厦门海沧冷丛泽内科诊所,"118.018841,24.534326",1533
4216,12.0,2228924.0,厦门市海沧区东孚街道东孚大道2999号227室3号宿舍楼1楼,厦门宏发电力电子科技有限公司医务室,"117.94209,24.563868",1534
4217,12.0,2229298.0,厦门市海沧区沧林东一里512号、513号店面,沧林东一里分店,"118.04895,24.48555",1535
4422,12.0,2238541.0,厦门市海沧区孚莲一里266号,厦门市海沧区孚莲一里266号,,1536
4444,12.0,2957425.0,厦门市海沧区新阳街道孚莲一里266号,厦门市海沧区新阳街道孚莲一里266号,,1536
4462,12.0,3404262.0,厦门市海沧区新阳街道市第一农场孚莲一里313号,厦门市海沧区新阳街道市第一农场孚莲一里313号,,1536
4218,12.0,2228563.0,厦门市海沧区孚莲一里55-105号,厦门海沧王跃珍妇科诊所,"117.962617,24.530733",1536
4219,12.0,2228758.0,厦门市海沧区沧林三路646号,国药控股福建有限公司厦门海沧药房（股份厦门）,"118.039109,24.489154",1537
4278,12.0,2238886.0,厦门市海沧区新阳街道孚莲一里113-114店面,厦门市海沧区新阳街道孚莲一里113-114店面,,1538
4393,12.0,2242377.0,厦门市海沧区新阳街道孚莲一里113-114店面,厦门乐善堂药业有限公司,,1538
4220,12.0,2226968.0,厦门市海沧区新阳街道孚莲一里113-114店面,厦门乐善堂药业有限公司,"117.963452,24.528236",1538
4221,12.0,2229495.0,厦门市海沧区囷瑶路81号2层、3层A1-C5区域,福建德尔医疗实业有限公司,"117.982088,24.471613",1539
4469,12.0,3382904.0,福建省厦门市海沧区囷瑶路81号2层，3层A1-C5区域,福建省厦门市海沧区囷瑶路81号2层，3层A1-C5区域,,1539
4222,12.0,2228940.0,厦门市海沧区海沧街道兴港花园一里12号楼279之101、102室,海沧区海沧街道温厝村卫生所,"118.025867,24.48654",1540
4281,12.0,2239425.0,厦门市海沧区新阳街道新垵村西片409-101、409-102号,厦门市海沧区新阳街道新垵村西片409-101、409-102号,,1541
4248,12.0,2244223.0,厦门市海沧区新垵村西片345-104号,厦门市海沧区新垵村西片345-104号,,1541
4428,12.0,2238951.0,厦门市海沧区新阳街道新垵村西片91-101号,厦门市海沧区新阳街道新垵村西片91-101号,,1541
4223,12.0,2226199.0,厦门市海沧区新阳街道新垵村西片91-101号,厦门市养源堂药店有限公司,"117.996761,24.528481",1541
4224,12.0,2229415.0,厦门市海沧区滨湖北二路98-118号阿罗海城市广场A261/A262/A262a/A263/A263a号,厦门海沧薄荷里第二口腔门诊部有限公司,"118.0321,24.480418",1542
4238,12.0,2236701.0,中国（福建）自由贸易试验区厦门片区嵩屿街道嵩屿南二路99号1008室1009室,厦门永佳安医药科技有限公司,"118.038787,24.454194",1543
4240,12.0,2236423.0,中国（福建）自由贸易试验区厦门片区滨湖一里201号正元新都会汇208单元,河马医生医疗管理(厦门)有限公司第二口腔门诊部,"118.032739,24.47618",1544
4241,12.0,2236072.0,厦门市海沧区石塘村南片55-101号,厦门市海沧区苏琼琼内科诊所,"118.042866,24.496373",1545
4361,12.0,2238878.0,厦门市海沧区石塘村南片277-102,厦门市海沧区石塘村南片277-102,,1545
4352,12.0,2238728.0,厦门市海沧区石塘村南片192-101号,厦门市海沧区石塘村南片192-101号,,1545
4424,12.0,2238543.0,厦门市海沧区石塘村南片25-102号,厦门市海沧区石塘村南片25-102号,,1545
4355,12.0,2238757.0,厦门市海沧区石塘村南片55-101号,厦门市海沧区石塘村南片55-101号,,1545
4315,12.0,2238942.0,厦门市海沧区石塘村南片243-103号,厦门市海沧区石塘村南片243-103号,,1545
4286,12.0,2240089.0,厦门市海沧区孚莲二里253号109室、110室,厦门市海沧区孚莲二里253号109室、110室,,1546
4243,12.0,2236397.0,厦门市海沧区孚莲二里248号120、121室,孚莲二里分店,"117.962071,24.533206",1546
4261,12.0,2242663.0,厦门市海沧区坪埕北路11号（库房2-2#）第3层,福建海纳医药有限公司,,1547
4246,12.0,2241411.0,厦门市海沧区坪埕北路11号（库房2-2#）第3层,厦门市海沧区坪埕北路11号（库房2-2#）第3层,"117.993259,24.496671",1547
4253,12.0,2242771.0,厦门市海沧区坪埕北路11号（库房2-2#）第3层,（燕来福）福建海纳医药有限公司,,1547
4256,12.0,2242604.0,厦门市海沧区坪埕北路11号（库房2-2#）第3层,福建海纳医药有限公司,,1547
4260,12.0,2241201.0,厦门市海沧区坪埕北路11号（库房2-2#）第3层,福建海纳医药有限公司,,1547
4427,12.0,2239407.0,厦门市海沧区沧林东三路354号,厦门市海沧区沧林东三路354号,,1548
4247,12.0,2240005.0,厦门市海沧区沧林东三路354号,厦门君益堂医药有限公司,"118.05217,24.491078",1548
4295,12.0,2243317.0,厦门市海沧区沧林东三路354号,（燕来福）厦门君益堂医药有限公司,,1548
4471,12.0,3290555.0,厦门市海沧区新景东里553号、554号,厦门市海沧区新景东里553号、554号,,1549
4455,12.0,2550501.0,厦门市海沧区新景东里553号、554号,厦门市海沧区新景东里553号、554号,,1549
4446,12.0,2958544.0,厦门市海沧区新景东里118号、119号,厦门市海沧区新景东里118号、119号,,1549
4249,12.0,2241369.0,厦门市海沧区新景东里553号、554号,厦门市海沧区新景东里553号、554号,"117.99606,24.53271",1549
4282,12.0,2239428.0,中国（福建）自由贸易试验区厦门片区锦里村北片137-101号,中国（福建）自由贸易试验区厦门片区锦里村北片137-101号,,1550
4259,12.0,2244899.0,厦门市海沧区锦里村北片138-101号,厦门市海沧区锦里村北片138-101号,,1550
4262,12.0,2240174.0,厦门市海沧区锦里村北片49-101号,厦门市海沧区锦里村北片49-101号,,1550
4250,12.0,2244657.0,中国（福建）自由贸易试验区厦门片区锦里村北片137-101号,中国（福建）自由贸易试验区厦门片区锦里村北片137-101号,"117.994592,24.465792",1550
8738,11.0,3042338.0,厦门市海沧区山边社区山边社68-1-102号,厦门天惠康医药有限公司,,1551
4477,12.0,3052420.0,厦门市海沧区山边社区山边社68-1-102号,（燕来福）厦门天惠康医药有限公司,,1551
4251,12.0,2244988.0,厦门市海沧区山边社区山边社68-1-102号,厦门市海沧区山边社区山边社68-1-102号,"117.924583,24.551037",1551
4252,12.0,2238220.0,厦门市海沧区长园路88号1号厂房4F-B1,厦门市海沧区长园路88号1号厂房4F-B1,"118.008138,24.461204",1552
4480,12.0,3064631.0,厦门市海沧区新景西里337号115室,厦门海沧张小欣中西医结合诊所,,1553
4377,12.0,2239216.0,福建省厦门市海沧区新景西里377号105室,福建省厦门市海沧区新景西里377号105室,,1553
4254,12.0,2243548.0,福建省厦门市海沧区新景西里377号105室,（燕来福）厦门福榕堂药业有限公司第一分店,"117.990935,24.529021",1553
4255,12.0,2240625.0,厦门市海沧区霞光东里321号147、148、103,厦门市万康源药业有限公司,"118.031525,24.531134",1554
4294,12.0,2239100.0,厦门市海沧区霞光东里321号147、148、103,厦门市海沧区霞光东里321号147、148、103,,1554
